CategoryTreeItem,CategoryTreeItem 2,CategoryTreeItem href,CategoryTreeItem 3
‎,Araona language,https://en.wiktionary.org/wiki/Category:Araona_language,"(1 c, 0 e)"
‎,Arapaho language,https://en.wiktionary.org/wiki/Category:Arapaho_language,"(9 c, 0 e)"
‎,Arara-Karo language,https://en.wiktionary.org/wiki/Category:Arara-Karo_language,"(2 c, 0 e)"
‎,Arawak language,https://en.wiktionary.org/wiki/Category:Arawak_language,"(4 c, 0 e)"
‎,Araweté language,https://en.wiktionary.org/wiki/Category:Arawet%C3%A9_language,"(1 c, 0 e)"
‎,Arawum language,https://en.wiktionary.org/wiki/Category:Arawum_language,"(1 c, 0 e)"
‎,Arbore language,https://en.wiktionary.org/wiki/Category:Arbore_language,"(2 c, 0 e)"
‎,Archi language,https://en.wiktionary.org/wiki/Category:Archi_language,"(9 c, 0 e)"
‎,Ardhamagadhi Prakrit language,https://en.wiktionary.org/wiki/Category:Ardhamagadhi_Prakrit_language,"(5 c, 0 e)"
‎,Are language,https://en.wiktionary.org/wiki/Category:Are_language,"(1 c, 0 e)"
‎,Areba language,https://en.wiktionary.org/wiki/Category:Areba_language,(0 e)
‎,Arem language,https://en.wiktionary.org/wiki/Category:Arem_language,"(3 c, 0 e)"
‎,Argentine Sign Language,https://en.wiktionary.org/wiki/Category:Argentine_Sign_Language,(0 e)
‎,Argobba language,https://en.wiktionary.org/wiki/Category:Argobba_language,"(6 c, 0 e)"
‎,Arhuaco language,https://en.wiktionary.org/wiki/Category:Arhuaco_language,"(2 c, 0 e)"
‎,Ari language,https://en.wiktionary.org/wiki/Category:Ari_language,"(2 c, 0 e)"
‎,Aribwatsa language,https://en.wiktionary.org/wiki/Category:Aribwatsa_language,"(2 c, 0 e)"
‎,Aribwaung language,https://en.wiktionary.org/wiki/Category:Aribwaung_language,"(1 c, 0 e)"
‎,Arifama-Miniafia language,https://en.wiktionary.org/wiki/Category:Arifama-Miniafia_language,"(1 c, 0 e)"
‎,Arigidi language,https://en.wiktionary.org/wiki/Category:Arigidi_language,"(2 c, 1 e)"
‎,Arikapú language,https://en.wiktionary.org/wiki/Category:Arikap%C3%BA_language,"(1 c, 1 e)"
‎,Arikara language,https://en.wiktionary.org/wiki/Category:Arikara_language,"(3 c, 0 e)"
‎,Arikem language,https://en.wiktionary.org/wiki/Category:Arikem_language,"(1 c, 0 e)"
‎,Arin language,https://en.wiktionary.org/wiki/Category:Arin_language,"(5 c, 0 e)"
‎,Aringa language,https://en.wiktionary.org/wiki/Category:Aringa_language,"(1 c, 0 e)"
‎,Armenian language,https://en.wiktionary.org/wiki/Category:Armenian_language,"(21 c, 1 e)"
‎,Armenian Sign Language,https://en.wiktionary.org/wiki/Category:Armenian_Sign_Language,(0 e)
‎,Aromanian language,https://en.wiktionary.org/wiki/Category:Aromanian_language,"(16 c, 0 e)"
‎,Arop-Lokep language,https://en.wiktionary.org/wiki/Category:Arop-Lokep_language,"(2 c, 0 e)"
‎,Arosi language,https://en.wiktionary.org/wiki/Category:Arosi_language,"(4 c, 0 e)"
‎,Arritinngithigh language,https://en.wiktionary.org/wiki/Category:Arritinngithigh_language,"(1 c, 0 e)"
‎,Arta language,https://en.wiktionary.org/wiki/Category:Arta_language,"(4 c, 0 e)"
‎,Arua language,https://en.wiktionary.org/wiki/Category:Arua_language,(0 e)
‎,Aruop language,https://en.wiktionary.org/wiki/Category:Aruop_language,"(1 c, 0 e)"
‎,Arutani language,https://en.wiktionary.org/wiki/Category:Arutani_language,"(1 c, 1 e)"
‎,Aruá language,https://en.wiktionary.org/wiki/Category:Aru%C3%A1_language,"(1 c, 0 e)"
‎,As language,https://en.wiktionary.org/wiki/Category:As_language,"(3 c, 0 e)"
‎,Asaro'o language,https://en.wiktionary.org/wiki/Category:Asaro%27o_language,"(1 c, 0 e)"
‎,Ashe language,https://en.wiktionary.org/wiki/Category:Ashe_language,"(3 c, 0 e)"
‎,Ashkun language,https://en.wiktionary.org/wiki/Category:Ashkun_language,"(4 c, 0 e)"
‎,Ashokan Prakrit language,https://en.wiktionary.org/wiki/Category:Ashokan_Prakrit_language,"(11 c, 1 e)"
‎,Ashraaf language,https://en.wiktionary.org/wiki/Category:Ashraaf_language,"(1 c, 0 e)"
‎,Asháninka language,https://en.wiktionary.org/wiki/Category:Ash%C3%A1ninka_language,"(2 c, 0 e)"
‎,Ashéninka Pajonal language,https://en.wiktionary.org/wiki/Category:Ash%C3%A9ninka_Pajonal_language,"(3 c, 0 e)"
‎,Ashéninka Perené language,https://en.wiktionary.org/wiki/Category:Ash%C3%A9ninka_Peren%C3%A9_language,"(1 c, 0 e)"
‎,Asi language,https://en.wiktionary.org/wiki/Category:Asi_language,"(8 c, 0 e)"
‎,Asilulu language,https://en.wiktionary.org/wiki/Category:Asilulu_language,"(7 c, 0 e)"
‎,Asoa language,https://en.wiktionary.org/wiki/Category:Asoa_language,"(2 c, 0 e)"
‎,Assamese language,https://en.wiktionary.org/wiki/Category:Assamese_language,"(17 c, 2 e)"
‎,Assan language,https://en.wiktionary.org/wiki/Category:Assan_language,"(2 c, 0 e)"
‎,Assangori language,https://en.wiktionary.org/wiki/Category:Assangori_language,"(1 c, 0 e)"
‎,Assiniboine language,https://en.wiktionary.org/wiki/Category:Assiniboine_language,"(3 c, 0 e)"
‎,Assyrian Neo-Aramaic language,https://en.wiktionary.org/wiki/Category:Assyrian_Neo-Aramaic_language,"(12 c, 0 e)"
‎,Asturian language,https://en.wiktionary.org/wiki/Category:Asturian_language,"(18 c, 1 e)"
‎,Asu language,https://en.wiktionary.org/wiki/Category:Asu_language,"(1 c, 0 e)"
‎,Asumboa language,https://en.wiktionary.org/wiki/Category:Asumboa_language,"(1 c, 0 e)"
‎,Ata Manobo language,https://en.wiktionary.org/wiki/Category:Ata_Manobo_language,"(4 c, 0 e)"
‎,Atakapa language,https://en.wiktionary.org/wiki/Category:Atakapa_language,"(2 c, 1 e)"
‎,Atampaya language,https://en.wiktionary.org/wiki/Category:Atampaya_language,"(1 c, 0 e)"
‎,Atanques language,https://en.wiktionary.org/wiki/Category:Atanques_language,"(1 c, 0 e)"
‎,Atayal language,https://en.wiktionary.org/wiki/Category:Atayal_language,"(8 c, 0 e)"
‎,Atemble language,https://en.wiktionary.org/wiki/Category:Atemble_language,"(1 c, 0 e)"
‎,Ateso language,https://en.wiktionary.org/wiki/Category:Ateso_language,"(2 c, 0 e)"
‎,Athpare language,https://en.wiktionary.org/wiki/Category:Athpare_language,"(1 c, 0 e)"
‎,Ati language,https://en.wiktionary.org/wiki/Category:Ati_language,"(1 c, 0 e)"
‎,Atikamekw language,https://en.wiktionary.org/wiki/Category:Atikamekw_language,"(8 c, 0 e)"
‎,Atohwaim language,https://en.wiktionary.org/wiki/Category:Atohwaim_language,"(1 c, 0 e)"
‎,Atong (Cameroon) language,https://en.wiktionary.org/wiki/Category:Atong_(Cameroon)_language,"(2 c, 0 e)"
‎,Atong (India) language,https://en.wiktionary.org/wiki/Category:Atong_(India)_language,"(10 c, 0 e)"
‎,Atorada language,https://en.wiktionary.org/wiki/Category:Atorada_language,"(1 c, 0 e)"
‎,Atsahuaca language,https://en.wiktionary.org/wiki/Category:Atsahuaca_language,"(3 c, 0 e)"
‎,Atsugewi language,https://en.wiktionary.org/wiki/Category:Atsugewi_language,"(1 c, 0 e)"
‎,Attapady Kurumba language,https://en.wiktionary.org/wiki/Category:Attapady_Kurumba_language,(0 e)
‎,Attié language,https://en.wiktionary.org/wiki/Category:Atti%C3%A9_language,"(1 c, 0 e)"
‎,Au language,https://en.wiktionary.org/wiki/Category:Au_language,"(1 c, 0 e)"
‎,Auhelawa language,https://en.wiktionary.org/wiki/Category:Auhelawa_language,"(3 c, 0 e)"
‎,Aukan language,https://en.wiktionary.org/wiki/Category:Aukan_language,"(5 c, 0 e)"
‎,Aulua language,https://en.wiktionary.org/wiki/Category:Aulua_language,"(1 c, 0 e)"
‎,Aurá language,https://en.wiktionary.org/wiki/Category:Aur%C3%A1_language,"(1 c, 0 e)"
‎,Aushi language,https://en.wiktionary.org/wiki/Category:Aushi_language,(0 e)
‎,Aushiri language,https://en.wiktionary.org/wiki/Category:Aushiri_language,"(1 c, 0 e)"
‎,Auslan language,https://en.wiktionary.org/wiki/Category:Auslan_language,"(1 c, 0 e)"
‎,Australian Aboriginal Sign Language,https://en.wiktionary.org/wiki/Category:Australian_Aboriginal_Sign_Language,(0 e)
‎,Austrian Sign Language,https://en.wiktionary.org/wiki/Category:Austrian_Sign_Language,(0 e)
‎,Austronesian Mari language,https://en.wiktionary.org/wiki/Category:Austronesian_Mari_language,"(1 c, 0 e)"
‎,Auyana language,https://en.wiktionary.org/wiki/Category:Auyana_language,"(1 c, 0 e)"
‎,Auye language,https://en.wiktionary.org/wiki/Category:Auye_language,"(1 c, 0 e)"
‎,Auyokawa language,https://en.wiktionary.org/wiki/Category:Auyokawa_language,"(1 c, 0 e)"
‎,Avar language,https://en.wiktionary.org/wiki/Category:Avar_language,"(13 c, 4 e)"
‎,Avatime language,https://en.wiktionary.org/wiki/Category:Avatime_language,"(1 c, 0 e)"
‎,Avava language,https://en.wiktionary.org/wiki/Category:Avava_language,"(1 c, 0 e)"
‎,Avestan language,https://en.wiktionary.org/wiki/Category:Avestan_language,"(15 c, 1 e)"
‎,Avikam language,https://en.wiktionary.org/wiki/Category:Avikam_language,"(1 c, 0 e)"
‎,Avokaya language,https://en.wiktionary.org/wiki/Category:Avokaya_language,"(4 c, 0 e)"
‎,Avá-Canoeiro language,https://en.wiktionary.org/wiki/Category:Av%C3%A1-Canoeiro_language,"(1 c, 0 e)"
‎,Awa (China) language,https://en.wiktionary.org/wiki/Category:Awa_(China)_language,"(1 c, 0 e)"
‎,Awa (New Guinea) language,https://en.wiktionary.org/wiki/Category:Awa_(New_Guinea)_language,"(1 c, 0 e)"
‎,Awa-Cuaiquer language,https://en.wiktionary.org/wiki/Category:Awa-Cuaiquer_language,"(1 c, 0 e)"
‎,Awabakal language,https://en.wiktionary.org/wiki/Category:Awabakal_language,"(3 c, 0 e)"
‎,Awadhi language,https://en.wiktionary.org/wiki/Category:Awadhi_language,"(11 c, 0 e)"
‎,Awar language,https://en.wiktionary.org/wiki/Category:Awar_language,"(1 c, 0 e)"
‎,Awara language,https://en.wiktionary.org/wiki/Category:Awara_language,"(3 c, 0 e)"
‎,Awbono language,https://en.wiktionary.org/wiki/Category:Awbono_language,(0 e)
‎,Aweer language,https://en.wiktionary.org/wiki/Category:Aweer_language,"(2 c, 0 e)"
‎,Awera language,https://en.wiktionary.org/wiki/Category:Awera_language,"(1 c, 0 e)"
‎,Awetí language,https://en.wiktionary.org/wiki/Category:Awet%C3%AD_language,"(2 c, 0 e)"
‎,Awjila language,https://en.wiktionary.org/wiki/Category:Awjila_language,"(3 c, 0 e)"
‎,Awngi language,https://en.wiktionary.org/wiki/Category:Awngi_language,"(2 c, 0 e)"
‎,Awngthim language,https://en.wiktionary.org/wiki/Category:Awngthim_language,"(1 c, 0 e)"
‎,Awtuw language,https://en.wiktionary.org/wiki/Category:Awtuw_language,"(2 c, 0 e)"
‎,Awutu language,https://en.wiktionary.org/wiki/Category:Awutu_language,"(1 c, 0 e)"
‎,Awyi language,https://en.wiktionary.org/wiki/Category:Awyi_language,"(1 c, 0 e)"
‎,Axamb language,https://en.wiktionary.org/wiki/Category:Axamb_language,"(1 c, 0 e)"
‎,Axi Yi language,https://en.wiktionary.org/wiki/Category:Axi_Yi_language,"(1 c, 0 e)"
‎,Ayabadhu language,https://en.wiktionary.org/wiki/Category:Ayabadhu_language,"(2 c, 0 e)"
‎,Ayere language,https://en.wiktionary.org/wiki/Category:Ayere_language,"(1 c, 1 e)"
‎,Ayerrerenge language,https://en.wiktionary.org/wiki/Category:Ayerrerenge_language,(0 e)
‎,Aymara language,https://en.wiktionary.org/wiki/Category:Aymara_language,"(12 c, 0 e)"
‎,Aynu language,https://en.wiktionary.org/wiki/Category:Aynu_language,"(3 c, 0 e)"
‎,Ayomán language,https://en.wiktionary.org/wiki/Category:Ayom%C3%A1n_language,"(1 c, 0 e)"
‎,Ayoquesco Zapotec language,https://en.wiktionary.org/wiki/Category:Ayoquesco_Zapotec_language,"(2 c, 0 e)"
‎,Ayoreo language,https://en.wiktionary.org/wiki/Category:Ayoreo_language,"(1 c, 0 e)"
‎,Ayu language,https://en.wiktionary.org/wiki/Category:Ayu_language,"(2 c, 0 e)"
‎,Ayutla Mixtec language,https://en.wiktionary.org/wiki/Category:Ayutla_Mixtec_language,"(6 c, 0 e)"
‎,Azerbaijani language,https://en.wiktionary.org/wiki/Category:Azerbaijani_language,"(23 c, 0 e)"
‎,Azha language,https://en.wiktionary.org/wiki/Category:Azha_language,"(1 c, 0 e)"
‎,Azoyú Me'phaa language,https://en.wiktionary.org/wiki/Category:Azoy%C3%BA_Me%27phaa_language,"(1 c, 0 e)"
‎,Baagandji language,https://en.wiktionary.org/wiki/Category:Baagandji_language,"(5 c, 0 e)"
‎,Baan language,https://en.wiktionary.org/wiki/Category:Baan_language,"(1 c, 0 e)"
‎,Baba Malay language,https://en.wiktionary.org/wiki/Category:Baba_Malay_language,"(5 c, 0 e)"
‎,Babanki language,https://en.wiktionary.org/wiki/Category:Babanki_language,"(2 c, 0 e)"
‎,Babatana language,https://en.wiktionary.org/wiki/Category:Babatana_language,"(1 c, 0 e)"
‎,Babine-Witsuwit'en language,https://en.wiktionary.org/wiki/Category:Babine-Witsuwit%27en_language,"(1 c, 0 e)"
‎,Babole language,https://en.wiktionary.org/wiki/Category:Babole_language,"(3 c, 0 e)"
‎,Babungo language,https://en.wiktionary.org/wiki/Category:Babungo_language,"(1 c, 0 e)"
‎,Babuza language,https://en.wiktionary.org/wiki/Category:Babuza_language,"(6 c, 0 e)"
‎,Bacama language,https://en.wiktionary.org/wiki/Category:Bacama_language,"(1 c, 0 e)"
‎,Bacanese Malay language,https://en.wiktionary.org/wiki/Category:Bacanese_Malay_language,(0 e)
‎,Bactrian language,https://en.wiktionary.org/wiki/Category:Bactrian_language,"(11 c, 0 e)"
‎,Badaga language,https://en.wiktionary.org/wiki/Category:Badaga_language,"(3 c, 0 e)"
‎,Bade language,https://en.wiktionary.org/wiki/Category:Bade_language,"(2 c, 0 e)"
‎,Badeshi language,https://en.wiktionary.org/wiki/Category:Badeshi_language,"(1 c, 0 e)"
‎,Badui language,https://en.wiktionary.org/wiki/Category:Badui_language,"(2 c, 0 e)"
‎,Baekje language,https://en.wiktionary.org/wiki/Category:Baekje_language,"(5 c, 1 e)"
‎,Baenan language,https://en.wiktionary.org/wiki/Category:Baenan_language,"(1 c, 1 e)"
‎,Bafanji language,https://en.wiktionary.org/wiki/Category:Bafanji_language,"(1 c, 0 e)"
‎,Bafaw language,https://en.wiktionary.org/wiki/Category:Bafaw_language,(0 e)
‎,Bafia language,https://en.wiktionary.org/wiki/Category:Bafia_language,(0 e)
‎,Bafut language,https://en.wiktionary.org/wiki/Category:Bafut_language,"(1 c, 0 e)"
‎,Bagheli language,https://en.wiktionary.org/wiki/Category:Bagheli_language,"(4 c, 0 e)"
‎,Bagirmi language,https://en.wiktionary.org/wiki/Category:Bagirmi_language,"(1 c, 0 e)"
‎,Bagua language,https://en.wiktionary.org/wiki/Category:Bagua_language,"(2 c, 0 e)"
‎,Bagupi language,https://en.wiktionary.org/wiki/Category:Bagupi_language,"(1 c, 0 e)"
‎,Bagusa language,https://en.wiktionary.org/wiki/Category:Bagusa_language,"(1 c, 0 e)"
‎,Bagvalal language,https://en.wiktionary.org/wiki/Category:Bagvalal_language,"(3 c, 0 e)"
‎,Baha language,https://en.wiktionary.org/wiki/Category:Baha_language,"(5 c, 0 e)"
‎,Baham language,https://en.wiktionary.org/wiki/Category:Baham_language,"(1 c, 0 e)"
‎,Baharna Arabic language,https://en.wiktionary.org/wiki/Category:Baharna_Arabic_language,"(5 c, 0 e)"
‎,Bahau language,https://en.wiktionary.org/wiki/Category:Bahau_language,"(1 c, 0 e)"
‎,Bahinemo language,https://en.wiktionary.org/wiki/Category:Bahinemo_language,"(1 c, 0 e)"
‎,Bahing language,https://en.wiktionary.org/wiki/Category:Bahing_language,"(1 c, 0 e)"
‎,Bahnar language,https://en.wiktionary.org/wiki/Category:Bahnar_language,"(10 c, 0 e)"
‎,Bahonsuai language,https://en.wiktionary.org/wiki/Category:Bahonsuai_language,(0 e)
‎,Bai language,https://en.wiktionary.org/wiki/Category:Bai_language,"(2 c, 0 e)"
‎,Baima language,https://en.wiktionary.org/wiki/Category:Baima_language,(0 e)
‎,Baimak language,https://en.wiktionary.org/wiki/Category:Baimak_language,"(1 c, 0 e)"
‎,Baiso language,https://en.wiktionary.org/wiki/Category:Baiso_language,"(5 c, 0 e)"
‎,Baissa Fali language,https://en.wiktionary.org/wiki/Category:Baissa_Fali_language,(0 e)
‎,Bajan language,https://en.wiktionary.org/wiki/Category:Bajan_language,"(1 c, 0 e)"
‎,Baka language,https://en.wiktionary.org/wiki/Category:Baka_language,"(3 c, 0 e)"
‎,Bakairí language,https://en.wiktionary.org/wiki/Category:Bakair%C3%AD_language,"(2 c, 0 e)"
‎,Bakhtiari language,https://en.wiktionary.org/wiki/Category:Bakhtiari_language,"(7 c, 0 e)"
‎,Baki language,https://en.wiktionary.org/wiki/Category:Baki_language,"(4 c, 0 e)"
‎,Bakoko language,https://en.wiktionary.org/wiki/Category:Bakoko_language,"(2 c, 0 e)"
‎,Bakulung language,https://en.wiktionary.org/wiki/Category:Bakulung_language,"(1 c, 0 e)"
‎,Bakumpai language,https://en.wiktionary.org/wiki/Category:Bakumpai_language,"(2 c, 0 e)"
‎,Bakung language,https://en.wiktionary.org/wiki/Category:Bakung_language,"(6 c, 0 e)"
‎,Balaesang language,https://en.wiktionary.org/wiki/Category:Balaesang_language,"(1 c, 0 e)"
‎,Balangao language,https://en.wiktionary.org/wiki/Category:Balangao_language,"(1 c, 0 e)"
‎,Balangingi language,https://en.wiktionary.org/wiki/Category:Balangingi_language,"(1 c, 0 e)"
‎,Balanta-Ganja language,https://en.wiktionary.org/wiki/Category:Balanta-Ganja_language,"(1 c, 0 e)"
‎,Balanta-Kentohe language,https://en.wiktionary.org/wiki/Category:Balanta-Kentohe_language,"(3 c, 0 e)"
‎,Balantak language,https://en.wiktionary.org/wiki/Category:Balantak_language,"(4 c, 0 e)"
‎,Baldemu language,https://en.wiktionary.org/wiki/Category:Baldemu_language,"(3 c, 0 e)"
‎,Baliledo language,https://en.wiktionary.org/wiki/Category:Baliledo_language,"(2 c, 0 e)"
‎,Balinese language,https://en.wiktionary.org/wiki/Category:Balinese_language,"(14 c, 1 e)"
‎,Balkan Gagauz Turkish language,https://en.wiktionary.org/wiki/Category:Balkan_Gagauz_Turkish_language,"(1 c, 0 e)"
‎,Balkan Romani language,https://en.wiktionary.org/wiki/Category:Balkan_Romani_language,"(8 c, 0 e)"
‎,Balo language,https://en.wiktionary.org/wiki/Category:Balo_language,"(1 c, 0 e)"
‎,Balong language,https://en.wiktionary.org/wiki/Category:Balong_language,(0 e)
‎,Balti language,https://en.wiktionary.org/wiki/Category:Balti_language,"(8 c, 0 e)"
‎,Baltic Romani language,https://en.wiktionary.org/wiki/Category:Baltic_Romani_language,"(7 c, 0 e)"
‎,Baluan-Pam language,https://en.wiktionary.org/wiki/Category:Baluan-Pam_language,"(4 c, 0 e)"
‎,Baluchi language,https://en.wiktionary.org/wiki/Category:Baluchi_language,"(10 c, 0 e)"
‎,Bamako Sign Language,https://en.wiktionary.org/wiki/Category:Bamako_Sign_Language,(0 e)
‎,Bambam language,https://en.wiktionary.org/wiki/Category:Bambam_language,"(1 c, 0 e)"
‎,Bambara language,https://en.wiktionary.org/wiki/Category:Bambara_language,"(12 c, 0 e)"
‎,Bambassi language,https://en.wiktionary.org/wiki/Category:Bambassi_language,"(1 c, 0 e)"
‎,Bamu language,https://en.wiktionary.org/wiki/Category:Bamu_language,"(3 c, 0 e)"
‎,Bamwe language,https://en.wiktionary.org/wiki/Category:Bamwe_language,"(1 c, 0 e)"
‎,Ban Khor Sign Language,https://en.wiktionary.org/wiki/Category:Ban_Khor_Sign_Language,(0 e)
‎,Bana language,https://en.wiktionary.org/wiki/Category:Bana_language,"(2 c, 0 e)"
‎,Banam Bay language,https://en.wiktionary.org/wiki/Category:Banam_Bay_language,"(3 c, 0 e)"
‎,Banda language,https://en.wiktionary.org/wiki/Category:Banda_language,"(5 c, 0 e)"
‎,Banda-Bambari language,https://en.wiktionary.org/wiki/Category:Banda-Bambari_language,"(1 c, 0 e)"
