,language,source_language,e
717,breton,Medieval Latin‎,1
717,breton,Old French‎,12
717,breton,Old Irish‎,1
717,breton,Spanish‎,1
717,breton,Swedish‎,1
717,breton,Vulgar Latin‎,19
717,breton,Welsh‎,2
723,brooke's point palawano,Hokkien‎,1
723,brooke's point palawano,Malay‎,2
723,brooke's point palawano,Spanish‎,1
724,broome pearling lugger pidgin,English‎,6
724,broome pearling lugger pidgin,Japanese‎,1
724,broome pearling lugger pidgin,Malay‎,6
726,brunei malay,Central Dusun‎,1
726,brunei malay,Chinese‎,1
726,brunei malay,English‎,13
726,brunei malay,Hokkien‎,1
726,brunei malay,Javanese‎,2
726,brunei malay,Persian‎,1
726,brunei malay,Portuguese‎,2
726,brunei malay,Sanskrit‎,4
726,brunei malay,Spanish‎,1
726,brunei malay,Tamil‎,2
733,budukh,Azerbaijani‎,2
733,budukh,Iranian languages‎,1
733,budukh,Old Armenian‎,1
739,buginese,Arabic‎,2
739,buginese,Malay‎,6
741,buhi'non bikol,Malay‎,1
741,buhi'non bikol,Spanish‎,5
753,bulgarian,Ancient Greek‎,71
753,bulgarian,Arabic‎,8
753,bulgarian,Aromanian‎,1
753,bulgarian,Byzantine Greek‎,9
753,bulgarian,Czech‎,4
753,bulgarian,Dutch‎,2
753,bulgarian,English‎,91
753,bulgarian,Faroese‎,1
753,bulgarian,French‎,170
753,bulgarian,German‎,105
753,bulgarian,Greek‎,42
753,bulgarian,Hebrew‎,1
753,bulgarian,Hungarian‎,2
753,bulgarian,Italian‎,26
753,bulgarian,Japanese‎,5
753,bulgarian,Kipchak‎,1
753,bulgarian,Late Latin‎,2
753,bulgarian,Latin‎,92
753,bulgarian,Medieval Latin‎,1
753,bulgarian,Middle French‎,2
753,bulgarian,Middle Low German‎,1
753,bulgarian,Old Church Slavonic‎,4
753,bulgarian,Old East Slavic‎,4
753,bulgarian,Ottoman Turkish‎,190
753,bulgarian,Persian‎,7
753,bulgarian,Polish‎,4
753,bulgarian,Portuguese‎,4
753,bulgarian,Proto-Turkic‎,1
753,bulgarian,Romanian‎,16
753,bulgarian,Russian‎,253
753,bulgarian,Sanskrit‎,1
753,bulgarian,Serbo-Croatian‎,4
753,bulgarian,Slovene‎,1
753,bulgarian,Spanish‎,7
753,bulgarian,Swedish‎,1
753,bulgarian,Turkic languages‎,2
753,bulgarian,Turkish‎,16
753,bulgarian,Ukrainian‎,9
753,bulgarian,Vulgar Latin‎,1
766,bundeli,Persian‎,1
771,bunun,Chinese‎,1
771,bunun,Hokkien‎,1
771,bunun,Mandarin‎,1
773,bura,Arabic‎,1
773,bura,Hausa‎,3
781,burmese,Arabic‎,11
781,burmese,Bengali‎,2
781,burmese,Cantonese‎,2
781,burmese,Chinese‎,14
781,burmese,Classical Persian‎,1
781,burmese,Dutch‎,1
781,burmese,English‎,409
781,burmese,French‎,11
781,burmese,Gujarati‎,2
781,burmese,Hindi‎,62
781,burmese,Hokkien‎,1
781,burmese,Indonesian‎,5
781,burmese,Italian‎,1
781,burmese,Japanese‎,7
781,burmese,Javanese‎,2
781,burmese,Jingpho‎,1
781,burmese,Lao‎,2
781,burmese,Latin‎,1
781,burmese,Malay‎,10
781,burmese,Mandarin‎,3
781,burmese,Marma‎,1
781,burmese,Middle Chinese‎,2
781,burmese,Min Nan‎,20
781,burmese,Mon‎,47
781,burmese,Old Chinese‎,1
781,burmese,Old Mon‎,1
781,burmese,Pa'o Karen‎,1
781,burmese,Pali‎,589
781,burmese,Persian‎,6
781,burmese,Proto-Mon-Khmer‎,2
781,burmese,Rajasthani‎,1
781,burmese,Russian‎,3
781,burmese,Sanskrit‎,158
781,burmese,Shan‎,14
781,burmese,Sinhalese‎,3
781,burmese,Tagalog‎,1
781,burmese,Tamil‎,7
781,burmese,Telugu‎,1
781,burmese,Thai‎,22
787,burushaski,Arabic‎,2
787,burushaski,Persian‎,2
787,burushaski,Urdu‎,1
790,buryat,Classical Mongolian‎,8
790,buryat,Literary Chinese‎,0
790,buryat,Mandarin‎,1
790,buryat,Russian‎,16
790,buryat,Turkic languages‎,2
804,bwatoo,English‎,2
804,bwatoo,French‎,2
811,cahuilla,Spanish‎,30
829,cantonese,Chinese‎,0
829,cantonese,English‎,65
829,cantonese,French‎,2
829,cantonese,Japanese‎,0
829,cantonese,Malay‎,1
829,cantonese,Mandarin‎,1
829,cantonese,Min Nan‎,1
829,cantonese,Proto-Tai‎,1
829,cantonese,Tai languages‎,1
829,cantonese,Teochew‎,1
829,cantonese,Thai‎,1
831,capiznon,Spanish‎,2
832,cappadocian greek,Armenian‎,20
832,cappadocian greek,Old Armenian‎,5
832,cappadocian greek,Ottoman Turkish‎,3
833,car nicobarese,Latin‎,1
843,carolinian,Chamorro‎,2
843,carolinian,Spanish‎,1
844,carpathian romani,Slovak‎,1
848,casiguran dumagat agta,Tagalog‎,5
850,catalan,Afrikaans‎,1
850,catalan,Alemannic German‎,1
850,catalan,Algonquian languages‎,1
850,catalan,Ancient Greek‎,33
850,catalan,Andalusian Arabic‎,25
850,catalan,Arabic‎,99
850,catalan,Aragonese‎,3
850,catalan,Basque‎,9
850,catalan,Biblical Hebrew‎,1
850,catalan,Caló‎,5
850,catalan,Czech‎,1
850,catalan,Danish‎,1
850,catalan,Dutch‎,5
850,catalan,Ecclesiastical Latin‎,14
850,catalan,English‎,171
850,catalan,Finnish‎,1
850,catalan,Frankish‎,7
850,catalan,French‎,432
850,catalan,Fula‎,1
850,catalan,Galibi Carib‎,1
850,catalan,Gaulish‎,4
850,catalan,German‎,14
850,catalan,Germanic languages‎,3
850,catalan,Gothic‎,7
850,catalan,Greek‎,1
850,catalan,Hebrew‎,4
850,catalan,Hindi‎,1
850,catalan,Hungarian‎,1
850,catalan,Inuktitut‎,1
850,catalan,Italian‎,131
850,catalan,Japanese‎,5
850,catalan,Koine Greek‎,1
850,catalan,Korean‎,1
850,catalan,Late Latin‎,124
850,catalan,Latin‎,1360
850,catalan,Ligurian‎,3
850,catalan,Malagasy‎,1
850,catalan,Medieval Latin‎,70
850,catalan,Middle English‎,1
850,catalan,Middle French‎,8
850,catalan,Middle High German‎,1
850,catalan,Moroccan Arabic‎,2
850,catalan,Mozarabic‎,6
850,catalan,Neapolitan‎,1
850,catalan,New Latin‎,26
850,catalan,Norwegian‎,1
850,catalan,Occitan‎,21
850,catalan,Old Dutch‎,1
850,catalan,Old English‎,1
850,catalan,Old French‎,42
850,catalan,Old Norse‎,1
850,catalan,Old Occitan‎,5
850,catalan,Old Portuguese‎,1
850,catalan,Old Spanish‎,4
850,catalan,Old Tupi‎,1
850,catalan,Ottoman Turkish‎,1
850,catalan,Persian‎,3
850,catalan,Piedmontese‎,1
850,catalan,Portuguese‎,18
850,catalan,Proto-Celtic‎,2
850,catalan,Proto-Germanic‎,2
850,catalan,Proto-West Germanic‎,1
850,catalan,Quechua‎,1
850,catalan,Russian‎,11
850,catalan,Sanskrit‎,3
850,catalan,Sardinian‎,1
850,catalan,Sicilian‎,1
850,catalan,Spanish‎,266
850,catalan,Swahili‎,1
850,catalan,Swedish‎,1
850,catalan,Taíno‎,1
850,catalan,Telugu‎,1
850,catalan,Turkish‎,1
850,catalan,Ukrainian‎,1
850,catalan,Vulgar Latin‎,3
852,catawba,German‎,1
858,cayuga,English‎,1
863,cebuano,Arabic‎,1
863,cebuano,Cantonese‎,3
863,cebuano,Chinese‎,2
863,cebuano,English‎,366
863,cebuano,Evenki‎,1
863,cebuano,French‎,1
863,cebuano,Hiligaynon‎,2
863,cebuano,Hindi‎,1
863,cebuano,Hokkien‎,36
863,cebuano,Italian‎,1
863,cebuano,Japanese‎,6
863,cebuano,Korean‎,1
863,cebuano,Late Latin‎,1
863,cebuano,Latin‎,1
863,cebuano,Malay‎,26
863,cebuano,Mandarin‎,1
863,cebuano,Mexican Spanish‎,1
863,cebuano,Russian‎,2
863,cebuano,Sanskrit‎,1
863,cebuano,Spanish‎,934
863,cebuano,Tagalog‎,7
863,cebuano,Tamil‎,2
863,cebuano,Tausug‎,1
865,cemuhî,French‎,1
867,central atlas tamazight,Ancient Greek‎,1
867,central atlas tamazight,Arabic‎,13
867,central atlas tamazight,Latin‎,2
867,central atlas tamazight,Moroccan Arabic‎,72
867,central atlas tamazight,Punic‎,1
872,central franconian,French‎,7
872,central franconian,German‎,10
872,central franconian,Latin‎,4
872,central franconian,Middle French‎,2
872,central franconian,Old French‎,1
874,central huasteca nahuatl,Spanish‎,9
874,central huasteca nahuatl,Wastek‎,2
875,central kurdish,Akkadian‎,1
875,central kurdish,Arabic‎,19
875,central kurdish,Aramaic‎,1
875,central kurdish,Armenian‎,1
875,central kurdish,Azerbaijani‎,1
875,central kurdish,Classical Persian‎,1
875,central kurdish,Classical Syriac‎,1
875,central kurdish,French‎,1
875,central kurdish,Gurani‎,1
875,central kurdish,Middle Armenian‎,1
875,central kurdish,Middle Iranian‎,1
875,central kurdish,Middle Persian‎,1
875,central kurdish,Northern Kurdish‎,1
875,central kurdish,Old Armenian‎,1
875,central kurdish,Ottoman Turkish‎,1
875,central kurdish,Persian‎,19
875,central kurdish,Russian‎,1
875,central kurdish,Turkic languages‎,13
875,central kurdish,Turkish‎,1
877,central malay,Indonesian‎,3
877,central malay,Javanese‎,1
877,central malay,Malay‎,1
877,central malay,Sanskrit‎,3
880,central melanau,English‎,4
880,central melanau,Malay‎,14
881,central nahuatl,Spanish‎,12
889,central sierra miwok,Spanish‎,3
891,central tagbanwa,Spanish‎,1
892,central tarahumara,Nahuan languages‎,1
892,central tarahumara,Spanish‎,9
898,chachi,Spanish‎,2
901,chadong,Chinese‎,4
901,chadong,Pinghua‎,1
902,chagatai,Arabic‎,3
902,chagatai,Armenian‎,1
902,chagatai,Iranian languages‎,1
902,chagatai,Written Oirat‎,1
907,chakma,Bengali‎,1
907,chakma,Persian‎,1
912,chamba daka,Hausa‎,1
915,chamicuro,Spanish‎,37
917,chamorro,Malay‎,1
917,chamorro,Spanish‎,10
927,chavacano,Cebuano‎,2
927,chavacano,English‎,1
927,chavacano,Hiligaynon‎,2
927,chavacano,Hokkien‎,1
927,chavacano,Sanskrit‎,1
927,chavacano,Spanish‎,26
927,chavacano,Tagalog‎,9
929,chayuco mixtec,Spanish‎,17
930,chechen,Arabic‎,3
930,chechen,Armenian‎,1
930,chechen,Georgian‎,7
930,chechen,Iranian languages‎,2
930,chechen,Kumyk‎,1
930,chechen,Old Armenian‎,2
930,chechen,Old Ossetic‎,1
930,chechen,Ossetian‎,1
930,chechen,Russian‎,23
930,chechen,Turkic languages‎,2
935,cherokee,Choctaw‎,1
935,cherokee,English‎,3
935,cherokee,Medieval Latin‎,1
940,chibcha,Old Spanish‎,16
941,chicahuaxtla triqui,Andalusian Arabic‎,1
941,chicahuaxtla triqui,Spanish‎,6
942,chichewa,Afrikaans‎,1
942,chichewa,English‎,55
942,chichewa,Ngoni‎,1
942,chichewa,Nguni languages‎,1
942,chichewa,Portuguese‎,11
942,chichewa,Shona‎,11
942,chichewa,Swahili‎,12
942,chichewa,Yao‎,4
945,chickasaw,Choctaw‎,1
945,chickasaw,Creek‎,1
945,chickasaw,English‎,9
945,chickasaw,French‎,1
945,chickasaw,Spanish‎,2
954,chinese,Afrikaans‎,2
954,chinese,Akan‎,1
954,chinese,Amis‎,2
954,chinese,Ancient Greek‎,25
954,chinese,Arabic‎,57
954,chinese,Atayal‎,2
954,chinese,Austroasiatic languages‎,3
954,chinese,Austronesian languages‎,1
954,chinese,Bactrian‎,1
954,chinese,Balti‎,1
954,chinese,Basay‎,1
954,chinese,Basque‎,1
954,chinese,Belarusian‎,1
954,chinese,Bengali‎,2
954,chinese,Biblical Hebrew‎,33
954,chinese,Bouyei‎,1
954,chinese,Buddhist Hybrid Sanskrit‎,0
954,chinese,Bunun‎,2
954,chinese,Burmese‎,13
954,chinese,Butuanon‎,2
954,chinese,Cantonese‎,2
954,chinese,Catalan‎,1
954,chinese,Cebuano‎,4
954,chinese,Central Sama‎,1
954,chinese,Chagatai‎,2
954,chinese,Classical Mongolian‎,4
954,chinese,Classical Syriac‎,5
954,chinese,Czech‎,4
954,chinese,Danish‎,1
954,chinese,Dutch‎,15
954,chinese,Dzongkha‎,1
954,chinese,English‎,1171
954,chinese,Estonian‎,1
954,chinese,Finnish‎,1
954,chinese,French‎,85
954,chinese,Gelao‎,1
954,chinese,Georgian‎,2
954,chinese,German‎,47
954,chinese,Giangan‎,1
954,chinese,Greek‎,2
954,chinese,Hebrew‎,3
954,chinese,Hiligaynon‎,2
954,chinese,Hindi‎,5
954,chinese,Hlai‎,2
954,chinese,Hokkien‎,6
954,chinese,Hungarian‎,4
954,chinese,Ido‎,1
954,chinese,Indo-European languages‎,3
954,chinese,Indonesian‎,11
954,chinese,Iranian languages‎,3
954,chinese,Italian‎,34
954,chinese,Japanese‎,1298
954,chinese,Javanese‎,1
954,chinese,Jurchen‎,4
954,chinese,Kanakanabu‎,2
954,chinese,Kavalan‎,2
954,chinese,Kazakh‎,4
954,chinese,Ketangalan‎,1
954,chinese,Khitan‎,3
954,chinese,Khmer‎,18
954,chinese,Khotanese‎,1
954,chinese,Korean‎,27
954,chinese,Kra-Dai languages‎,5
954,chinese,Kyrgyz‎,2
954,chinese,Lao‎,9
954,chinese,Latin‎,20
954,chinese,Latvian‎,1
954,chinese,Lü‎,3
954,chinese,Malay‎,75
954,chinese,Manchu‎,111
954,chinese,Middle Iranian‎,1
954,chinese,Middle Korean‎,1
954,chinese,Middle Mongolian‎,7
954,chinese,Middle Persian‎,3
954,chinese,Min Nan‎,7
954,chinese,Mon-Khmer languages‎,1
954,chinese,Mongolian‎,73
954,chinese,Mongolic languages‎,1
954,chinese,Nanai‎,2
954,chinese,Naxi‎,2
954,chinese,Nepali‎,1
954,chinese,New Latin‎,36
954,chinese,Northern Kurdish‎,1
954,chinese,Northern Qiandong Miao‎,0
954,chinese,Northern Tujia‎,1
954,chinese,Obo Manobo‎,1
954,chinese,Old Japanese‎,1
954,chinese,Old Javanese‎,1
954,chinese,Old Korean‎,1
954,chinese,Old Persian‎,1
954,chinese,Old Tagalog‎,1
954,chinese,Old Turkic‎,2
954,chinese,Old Uyghur‎,1
954,chinese,Oroqen‎,3
954,chinese,Paiwan‎,1
954,chinese,Pali‎,9
954,chinese,Papora‎,1
954,chinese,Persian‎,30
954,chinese,Polish‎,8
954,chinese,Portuguese‎,9
954,chinese,Prakrit languages‎,0
954,chinese,Proto-Hmong-Mien‎,3
954,chinese,Proto-Japonic‎,2
954,chinese,Proto-Loloish‎,1
954,chinese,Proto-Mon-Khmer‎,5
954,chinese,Proto-Tibeto-Burman‎,1
954,chinese,Proto-Turkic‎,2
954,chinese,Proto-Vietic‎,1
954,chinese,Puyuma‎,1
954,chinese,Romanian‎,1
954,chinese,Rukai‎,2
954,chinese,Russian‎,90
954,chinese,Saaroa‎,1
954,chinese,Saisiyat‎,1
954,chinese,Sakizaya‎,1
954,chinese,Sanskrit‎,132
954,chinese,Semitic languages‎,1
954,chinese,Serbo-Croatian‎,2
954,chinese,Shan‎,1
954,chinese,Sinhalese‎,1
954,chinese,Siraya‎,3
954,chinese,Slavic languages‎,1
954,chinese,Slovak‎,2
954,chinese,Somali‎,1
954,chinese,Spanish‎,33
954,chinese,Swahili‎,1
954,chinese,Swedish‎,4
954,chinese,Tagabawa‎,1
954,chinese,Tagalog‎,5
954,chinese,Tai languages‎,3
954,chinese,Tai Nüa‎,5
954,chinese,Taivoan‎,1
954,chinese,Taroko‎,2
954,chinese,Teochew‎,1
954,chinese,Thai‎,46
954,chinese,Thao‎,1
954,chinese,Tibetan‎,158
954,chinese,Tocharian B‎,1
954,chinese,Tocharian languages‎,1
954,chinese,Toki Pona‎,0
954,chinese,Tsou‎,3
954,chinese,Turkic languages‎,5
954,chinese,Turkish‎,3
954,chinese,Tuvan‎,1
954,chinese,Ukrainian‎,1
954,chinese,Urdu‎,6
954,chinese,Uyghur‎,197
954,chinese,Vietnamese‎,12
954,chinese,Written Oirat‎,3
954,chinese,Xianbei‎,11
954,chinese,Xiongnu‎,2
954,chinese,Yami‎,2
954,chinese,Yeniseian languages‎,2
954,chinese,Yiddish‎,1
954,chinese,Zaiwa‎,1
954,chinese,Zhuang‎,4
955,chinese pidgin english,Cantonese‎,7
955,chinese pidgin english,Chinese‎,0
955,chinese pidgin english,French‎,1
955,chinese pidgin english,Macau Pidgin Portuguese‎,2
955,chinese pidgin english,Wu‎,1
958,chinook jargon,English‎,15
958,chinook jargon,French‎,10
958,chinook jargon,Michif‎,1
960,chipewyan,Canadian French‎,1
961,chiquihuitlán mazatec,Spanish‎,5
974,choctaw,Biblical Hebrew‎,1
974,choctaw,English‎,15
974,choctaw,French‎,2
974,choctaw,Spanish‎,4
976,chol,Spanish‎,1
978,chong,Thai‎,5
984,chuanqiandian cluster miao,Chinese‎,2
992,chut,Chamic languages‎,1
993,chuukese,English‎,66
993,chuukese,German‎,2
993,chuukese,Japanese‎,27
993,chuukese,Latin‎,1
993,chuukese,Pohnpeian‎,2
993,chuukese,Spanish‎,1
995,chuvash,Eastern Mari‎,1
995,chuvash,Kipchak languages‎,1
995,chuvash,Russian‎,17
995,chuvash,Tatar‎,2
997,cia-cia,Dutch‎,3
997,cia-cia,Indonesian‎,21
1001,cimbrian,English‎,2
1001,cimbrian,French‎,1
1001,cimbrian,German‎,6
1001,cimbrian,Italian‎,36
1001,cimbrian,Latin‎,0
1001,cimbrian,Venetian‎,107
1007,classical mongolian,Literary Chinese‎,0
1007,classical mongolian,Manchu‎,0
1007,classical mongolian,Mandarin‎,1
1008,classical nahuatl,Latin‎,1
1008,classical nahuatl,Spanish‎,53
1011,classical syriac,Akkadian‎,21
1011,classical syriac,Ancient Greek‎,97
1011,classical syriac,Arabic‎,25
1011,classical syriac,Biblical Hebrew‎,5
1011,classical syriac,Byzantine Greek‎,3
1011,classical syriac,Classical Mandaic‎,2
1011,classical syriac,Hebrew‎,14
1011,classical syriac,Iranian languages‎,12
1011,classical syriac,Koine Greek‎,3
1011,classical syriac,Latin‎,2
1011,classical syriac,Middle Iranian‎,11
1011,classical syriac,Middle Persian‎,47
1011,classical syriac,Old Armenian‎,1
1011,classical syriac,Old Georgian‎,1
1011,classical syriac,Old Iranian‎,2
1011,classical syriac,Old Persian‎,5
1011,classical syriac,Ottoman Turkish‎,1
1011,classical syriac,Parthian‎,7
1011,classical syriac,Persian‎,3
1011,classical syriac,Phoenician‎,2
1011,classical syriac,Turkic languages‎,2
1019,coatlán mixe,Spanish‎,1
1039,copainalá zoque,Nahuan languages‎,1
1039,copainalá zoque,Spanish‎,3
1040,copala triqui,Spanish‎,25
1042,coptic,Ancient Greek‎,467
1042,coptic,Arabic‎,13
1042,coptic,Aramaic‎,5
1042,coptic,Biblical Hebrew‎,2
1042,coptic,Byzantine Greek‎,1
1042,coptic,Classical Syriac‎,2
1042,coptic,Egyptian‎,3
1042,coptic,Hebrew‎,1
1042,coptic,Koine Greek‎,33
1042,coptic,Latin‎,33
1042,coptic,Middle Persian‎,2
1042,coptic,Persian‎,3
1042,coptic,Proto-Semitic‎,2
1042,coptic,Semitic languages‎,13
1043,cora,Nahuan languages‎,3
1043,cora,Spanish‎,11
1044,cornish,Breton‎,1
1044,cornish,Ecclesiastical Latin‎,3
1044,cornish,English‎,14
1044,cornish,Irish‎,1
1044,cornish,Latin‎,21
1044,cornish,Medieval Latin‎,1
1044,cornish,Middle English‎,3
1044,cornish,Old English‎,2
1044,cornish,Vulgar Latin‎,14
1044,cornish,Welsh‎,1
1046,corsican,English‎,3
1046,corsican,French‎,15
1046,corsican,Italian‎,3
1046,corsican,Latin‎,11
1046,corsican,Medieval Latin‎,2
1046,corsican,New Latin‎,1
1046,corsican,Old French‎,2
1046,corsican,Old Italian‎,2
1046,corsican,Portuguese‎,2
1046,corsican,Romance languages‎,2
1046,corsican,Spanish‎,1
1046,corsican,Tibetan‎,1
1052,cree,English‎,1
1054,crimean gothic,Iranian languages‎,1
1054,crimean gothic,Turkic languages‎,1
1055,crimean tatar,Arabic‎,14
1055,crimean tatar,Armenian‎,1
1055,crimean tatar,Dutch‎,2
1055,crimean tatar,English‎,11
1055,crimean tatar,French‎,47
1055,crimean tatar,German‎,14
1055,crimean tatar,Italian‎,4
1055,crimean tatar,Late Latin‎,1
1055,crimean tatar,Latin‎,12
1055,crimean tatar,Ottoman Turkish‎,33
1055,crimean tatar,Persian‎,9
1055,crimean tatar,Russian‎,23
1055,crimean tatar,Slavic languages‎,1
1055,crimean tatar,Spanish‎,1
1055,crimean tatar,Turkish‎,4
1058,crow,English‎,1
1075,cuyunon,Malay‎,1
1075,cuyunon,Spanish‎,7
1075,cuyunon,Tagalog‎,1
1077,czech,Afrikaans‎,1
1077,czech,Ancient Greek‎,28
1077,czech,Arabic‎,8
1077,czech,Aromanian‎,1
1077,czech,Austrian German‎,2
1077,czech,Bavarian‎,1
1077,czech,Danish‎,1
1077,czech,Dutch‎,7
1077,czech,Ecclesiastical Latin‎,1
1077,czech,English‎,140
1077,czech,Finnish‎,2
1077,czech,French‎,171
1077,czech,German‎,377
1077,czech,Greek‎,1
1077,czech,Hebrew‎,3
1077,czech,Hungarian‎,17
1077,czech,Icelandic‎,2
1077,czech,Italian‎,31
1077,czech,Japanese‎,12
1077,czech,Korean‎,1
1077,czech,Late Latin‎,8
1077,czech,Latin‎,141
1077,czech,Low German‎,1
1077,czech,Mandarin‎,1
1077,czech,Maori‎,1
1077,czech,Medieval Latin‎,4
1077,czech,Middle High German‎,22
1077,czech,Middle Low German‎,3
1077,czech,New Latin‎,1
1077,czech,Norwegian‎,1
1077,czech,Old French‎,1
1077,czech,Old High German‎,12
1077,czech,Old Irish‎,1
1077,czech,Old Norse‎,3
1077,czech,Ottoman Turkish‎,6
1077,czech,Polish‎,40
1077,czech,Portuguese‎,7
1077,czech,Proto-Celtic‎,1
1077,czech,Quechua‎,1
1077,czech,Rapa Nui‎,1
1077,czech,Romani‎,3
1077,czech,Russian‎,75
1077,czech,Sanskrit‎,3
1077,czech,Serbo-Croatian‎,2
1077,czech,Slavic languages‎,1
1077,czech,Slovak‎,2
1077,czech,Slovene‎,2
1077,czech,South Slavic languages‎,1
1077,czech,Spanish‎,11
1077,czech,Swedish‎,1
1077,czech,Tamil‎,1
1077,czech,Translingual‎,0
1077,czech,Turkish‎,3
1077,czech,Ukrainian‎,1
1077,czech,Vietnamese‎,16
1077,czech,Wolof‎,1
1077,czech,Yiddish‎,4
1090,dagbani,Arabic‎,1
1090,dagbani,Hausa‎,1
1094,dairi batak,Malay‎,4
1098,dalmatian,Italian‎,6
1098,dalmatian,Latin‎,25
1098,dalmatian,Slavic languages‎,1
1099,dama (sierra leone),Gola‎,1
1106,danish,Ancient Greek‎,35
1106,danish,Arabic‎,8
1106,danish,Aramaic‎,1
1106,danish,Belarusian‎,0
1106,danish,Bulgarian‎,1
1106,danish,Chinese‎,0
1106,danish,Dharug‎,1
1106,danish,Dutch‎,14
1106,danish,Ecclesiastical Latin‎,1
1106,danish,English‎,319
1106,danish,Esperanto‎,1
1106,danish,Faroese‎,3
1106,danish,Fijian‎,1
1106,danish,Frankish‎,2
1106,danish,French‎,416
1106,danish,German‎,202
1106,danish,German Low German‎,2
1106,danish,Greenlandic‎,8
1106,danish,Hebrew‎,1
1106,danish,Icelandic‎,4
1106,danish,Italian‎,23
1106,danish,Japanese‎,14
1106,danish,Late Latin‎,3
