,Unnamed: 0,language,source_language,e
825,717,breton,Medieval Latin,1
826,717,breton,Old French,12
827,717,breton,Old Irish,1
828,717,breton,Spanish,1
829,717,breton,Swedish,1
830,717,breton,Vulgar Latin,19
831,717,breton,Welsh,2
832,723,brooke's point palawano,Hokkien,1
833,723,brooke's point palawano,Malay,2
834,723,brooke's point palawano,Spanish,1
835,724,broome pearling lugger pidgin,English,6
836,724,broome pearling lugger pidgin,Japanese,1
837,724,broome pearling lugger pidgin,Malay,6
838,726,brunei malay,Central Dusun,1
839,726,brunei malay,Chinese,1
840,726,brunei malay,English,13
841,726,brunei malay,Hokkien,1
842,726,brunei malay,Javanese,2
843,726,brunei malay,Persian,1
844,726,brunei malay,Portuguese,2
845,726,brunei malay,Sanskrit,4
846,726,brunei malay,Spanish,1
847,726,brunei malay,Tamil,2
848,733,budukh,Azerbaijani,2
849,733,budukh,Iranian languages,1
850,733,budukh,Old Armenian,1
851,739,buginese,Arabic,2
852,739,buginese,Malay,6
853,741,buhi'non bikol,Malay,1
854,741,buhi'non bikol,Spanish,5
855,753,bulgarian,Ancient Greek,71
856,753,bulgarian,Arabic,8
857,753,bulgarian,Aromanian,1
858,753,bulgarian,Byzantine Greek,9
859,753,bulgarian,Czech,4
860,753,bulgarian,Dutch,2
861,753,bulgarian,English,91
862,753,bulgarian,Faroese,1
863,753,bulgarian,French,170
864,753,bulgarian,German,105
865,753,bulgarian,Greek,42
866,753,bulgarian,Hebrew,1
867,753,bulgarian,Hungarian,2
868,753,bulgarian,Italian,26
869,753,bulgarian,Japanese,5
870,753,bulgarian,Kipchak,1
871,753,bulgarian,Late Latin,2
872,753,bulgarian,Latin,92
873,753,bulgarian,Medieval Latin,1
874,753,bulgarian,Middle French,2
875,753,bulgarian,Middle Low German,1
876,753,bulgarian,Old Church Slavonic,4
877,753,bulgarian,Old East Slavic,4
878,753,bulgarian,Ottoman Turkish,190
879,753,bulgarian,Persian,7
880,753,bulgarian,Polish,4
881,753,bulgarian,Portuguese,4
882,753,bulgarian,ProtoTurkic,1
883,753,bulgarian,Romanian,16
884,753,bulgarian,Russian,253
885,753,bulgarian,Sanskrit,1
886,753,bulgarian,SerboCroatian,4
887,753,bulgarian,Slovene,1
888,753,bulgarian,Spanish,7
889,753,bulgarian,Swedish,1
890,753,bulgarian,Turkic languages,2
891,753,bulgarian,Turkish,16
892,753,bulgarian,Ukrainian,9
893,753,bulgarian,Vulgar Latin,1
894,766,bundeli,Persian,1
895,771,bunun,Chinese,1
896,771,bunun,Hokkien,1
897,771,bunun,Mandarin,1
898,773,bura,Arabic,1
899,773,bura,Hausa,3
900,781,burmese,Arabic,11
901,781,burmese,Bengali,2
902,781,burmese,Cantonese,2
903,781,burmese,Chinese,14
904,781,burmese,Classical Persian,1
905,781,burmese,Dutch,1
906,781,burmese,English,409
907,781,burmese,French,11
908,781,burmese,Gujarati,2
909,781,burmese,Hindi,62
910,781,burmese,Hokkien,1
911,781,burmese,Indonesian,5
912,781,burmese,Italian,1
913,781,burmese,Japanese,7
914,781,burmese,Javanese,2
915,781,burmese,Jingpho,1
916,781,burmese,Lao,2
917,781,burmese,Latin,1
918,781,burmese,Malay,10
919,781,burmese,Mandarin,3
920,781,burmese,Marma,1
921,781,burmese,Middle Chinese,2
922,781,burmese,Min Nan,20
923,781,burmese,Mon,47
924,781,burmese,Old Chinese,1
925,781,burmese,Old Mon,1
926,781,burmese,Pao Karen,1
927,781,burmese,Pali,589
928,781,burmese,Persian,6
929,781,burmese,ProtoMonKhmer,2
930,781,burmese,Rajasthani,1
931,781,burmese,Russian,3
932,781,burmese,Sanskrit,158
933,781,burmese,Shan,14
934,781,burmese,Sinhalese,3
935,781,burmese,Tagalog,1
936,781,burmese,Tamil,7
937,781,burmese,Telugu,1
938,781,burmese,Thai,22
939,787,burushaski,Arabic,2
940,787,burushaski,Persian,2
941,787,burushaski,Urdu,1
942,790,buryat,Classical Mongolian,8
943,790,buryat,Literary Chinese,0
944,790,buryat,Mandarin,1
945,790,buryat,Russian,16
946,790,buryat,Turkic languages,2
947,804,bwatoo,English,2
948,804,bwatoo,French,2
949,811,cahuilla,Spanish,30
950,829,cantonese,Chinese,0
951,829,cantonese,English,65
952,829,cantonese,French,2
953,829,cantonese,Japanese,0
954,829,cantonese,Malay,1
955,829,cantonese,Mandarin,1
956,829,cantonese,Min Nan,1
957,829,cantonese,ProtoTai,1
958,829,cantonese,Tai languages,1
959,829,cantonese,Teochew,1
960,829,cantonese,Thai,1
961,831,capiznon,Spanish,2
962,832,cappadocian greek,Armenian,20
963,832,cappadocian greek,Old Armenian,5
964,832,cappadocian greek,Ottoman Turkish,3
965,833,car nicobarese,Latin,1
966,843,carolinian,Chamorro,2
967,843,carolinian,Spanish,1
968,844,carpathian romani,Slovak,1
969,848,casiguran dumagat agta,Tagalog,5
970,850,catalan,Afrikaans,1
971,850,catalan,Alemannic German,1
972,850,catalan,Algonquian languages,1
973,850,catalan,Ancient Greek,33
974,850,catalan,Andalusian Arabic,25
975,850,catalan,Arabic,99
976,850,catalan,Aragonese,3
977,850,catalan,Basque,9
978,850,catalan,Biblical Hebrew,1
979,850,catalan,Cal,5
980,850,catalan,Czech,1
981,850,catalan,Danish,1
982,850,catalan,Dutch,5
983,850,catalan,Ecclesiastical Latin,14
984,850,catalan,English,171
985,850,catalan,Finnish,1
986,850,catalan,Frankish,7
987,850,catalan,French,432
988,850,catalan,Fula,1
989,850,catalan,Galibi Carib,1
990,850,catalan,Gaulish,4
991,850,catalan,German,14
992,850,catalan,Germanic languages,3
993,850,catalan,Gothic,7
994,850,catalan,Greek,1
995,850,catalan,Hebrew,4
996,850,catalan,Hindi,1
997,850,catalan,Hungarian,1
998,850,catalan,Inuktitut,1
999,850,catalan,Italian,131
1000,850,catalan,Japanese,5
1001,850,catalan,Koine Greek,1
1002,850,catalan,Korean,1
1003,850,catalan,Late Latin,124
1004,850,catalan,Latin,1360
1005,850,catalan,Ligurian,3
1006,850,catalan,Malagasy,1
1007,850,catalan,Medieval Latin,70
1008,850,catalan,Middle English,1
1009,850,catalan,Middle French,8
1010,850,catalan,Middle High German,1
1011,850,catalan,Moroccan Arabic,2
1012,850,catalan,Mozarabic,6
1013,850,catalan,Neapolitan,1
1014,850,catalan,New Latin,26
1015,850,catalan,Norwegian,1
1016,850,catalan,Occitan,21
1017,850,catalan,Old Dutch,1
1018,850,catalan,Old English,1
1019,850,catalan,Old French,42
1020,850,catalan,Old Norse,1
1021,850,catalan,Old Occitan,5
1022,850,catalan,Old Portuguese,1
1023,850,catalan,Old Spanish,4
1024,850,catalan,Old Tupi,1
1025,850,catalan,Ottoman Turkish,1
1026,850,catalan,Persian,3
1027,850,catalan,Piedmontese,1
1028,850,catalan,Portuguese,18
1029,850,catalan,ProtoCeltic,2
1030,850,catalan,ProtoGermanic,2
1031,850,catalan,ProtoWest Germanic,1
1032,850,catalan,Quechua,1
1033,850,catalan,Russian,11
1034,850,catalan,Sanskrit,3
1035,850,catalan,Sardinian,1
1036,850,catalan,Sicilian,1
1037,850,catalan,Spanish,266
1038,850,catalan,Swahili,1
1039,850,catalan,Swedish,1
1040,850,catalan,Tano,1
1041,850,catalan,Telugu,1
1042,850,catalan,Turkish,1
1043,850,catalan,Ukrainian,1
1044,850,catalan,Vulgar Latin,3
1045,852,catawba,German,1
1046,858,cayuga,English,1
1047,863,cebuano,Arabic,1
1048,863,cebuano,Cantonese,3
1049,863,cebuano,Chinese,2
1050,863,cebuano,English,366
1051,863,cebuano,Evenki,1
1052,863,cebuano,French,1
1053,863,cebuano,Hiligaynon,2
1054,863,cebuano,Hindi,1
1055,863,cebuano,Hokkien,36
1056,863,cebuano,Italian,1
1057,863,cebuano,Japanese,6
1058,863,cebuano,Korean,1
1059,863,cebuano,Late Latin,1
1060,863,cebuano,Latin,1
1061,863,cebuano,Malay,26
1062,863,cebuano,Mandarin,1
1063,863,cebuano,Mexican Spanish,1
1064,863,cebuano,Russian,2
1065,863,cebuano,Sanskrit,1
1066,863,cebuano,Spanish,934
1067,863,cebuano,Tagalog,7
1068,863,cebuano,Tamil,2
1069,863,cebuano,Tausug,1
1070,865,cemuhî,French,1
1071,867,central atlas tamazight,Ancient Greek,1
1072,867,central atlas tamazight,Arabic,13
1073,867,central atlas tamazight,Latin,2
1074,867,central atlas tamazight,Moroccan Arabic,72
1075,867,central atlas tamazight,Punic,1
1076,872,central franconian,French,7
1077,872,central franconian,German,10
1078,872,central franconian,Latin,4
1079,872,central franconian,Middle French,2
1080,872,central franconian,Old French,1
1081,874,central huasteca nahuatl,Spanish,9
1082,874,central huasteca nahuatl,Wastek,2
1083,875,central kurdish,Akkadian,1
1084,875,central kurdish,Arabic,19
1085,875,central kurdish,Aramaic,1
1086,875,central kurdish,Armenian,1
1087,875,central kurdish,Azerbaijani,1
1088,875,central kurdish,Classical Persian,1
1089,875,central kurdish,Classical Syriac,1
1090,875,central kurdish,French,1
1091,875,central kurdish,Gurani,1
1092,875,central kurdish,Middle Armenian,1
1093,875,central kurdish,Middle Iranian,1
1094,875,central kurdish,Middle Persian,1
1095,875,central kurdish,Northern Kurdish,1
1096,875,central kurdish,Old Armenian,1
1097,875,central kurdish,Ottoman Turkish,1
1098,875,central kurdish,Persian,19
1099,875,central kurdish,Russian,1
1100,875,central kurdish,Turkic languages,13
1101,875,central kurdish,Turkish,1
1102,877,central malay,Indonesian,3
1103,877,central malay,Javanese,1
1104,877,central malay,Malay,1
1105,877,central malay,Sanskrit,3
1106,880,central melanau,English,4
1107,880,central melanau,Malay,14
1108,881,central nahuatl,Spanish,12
1109,889,central sierra miwok,Spanish,3
1110,891,central tagbanwa,Spanish,1
1111,892,central tarahumara,Nahuan languages,1
1112,892,central tarahumara,Spanish,9
1113,898,chachi,Spanish,2
1114,901,chadong,Chinese,4
1115,901,chadong,Pinghua,1
1116,902,chagatai,Arabic,3
1117,902,chagatai,Armenian,1
1118,902,chagatai,Iranian languages,1
1119,902,chagatai,Written Oirat,1
1120,907,chakma,Bengali,1
1121,907,chakma,Persian,1
1122,912,chamba daka,Hausa,1
1123,915,chamicuro,Spanish,37
1124,917,chamorro,Malay,1
1125,917,chamorro,Spanish,10
1126,927,chavacano,Cebuano,2
1127,927,chavacano,English,1
1128,927,chavacano,Hiligaynon,2
1129,927,chavacano,Hokkien,1
1130,927,chavacano,Sanskrit,1
1131,927,chavacano,Spanish,26
1132,927,chavacano,Tagalog,9
1133,929,chayuco mixtec,Spanish,17
1134,930,chechen,Arabic,3
1135,930,chechen,Armenian,1
1136,930,chechen,Georgian,7
1137,930,chechen,Iranian languages,2
1138,930,chechen,Kumyk,1
1139,930,chechen,Old Armenian,2
1140,930,chechen,Old Ossetic,1
1141,930,chechen,Ossetian,1
1142,930,chechen,Russian,23
1143,930,chechen,Turkic languages,2
1144,935,cherokee,Choctaw,1
1145,935,cherokee,English,3
1146,935,cherokee,Medieval Latin,1
1147,940,chibcha,Old Spanish,16
1148,941,chicahuaxtla triqui,Andalusian Arabic,1
1149,941,chicahuaxtla triqui,Spanish,6
1150,942,chichewa,Afrikaans,1
1151,942,chichewa,English,55
1152,942,chichewa,Ngoni,1
1153,942,chichewa,Nguni languages,1
1154,942,chichewa,Portuguese,11
1155,942,chichewa,Shona,11
1156,942,chichewa,Swahili,12
1157,942,chichewa,Yao,4
1158,945,chickasaw,Choctaw,1
1159,945,chickasaw,Creek,1
1160,945,chickasaw,English,9
1161,945,chickasaw,French,1
1162,945,chickasaw,Spanish,2
1163,954,chinese,Afrikaans,2
1164,954,chinese,Akan,1
1165,954,chinese,Amis,2
1166,954,chinese,Ancient Greek,25
1167,954,chinese,Arabic,57
1168,954,chinese,Atayal,2
1169,954,chinese,Austroasiatic languages,3
1170,954,chinese,Austronesian languages,1
1171,954,chinese,Bactrian,1
1172,954,chinese,Balti,1
1173,954,chinese,Basay,1
1174,954,chinese,Basque,1
1175,954,chinese,Belarusian,1
1176,954,chinese,Bengali,2
1177,954,chinese,Biblical Hebrew,33
1178,954,chinese,Bouyei,1
1179,954,chinese,Buddhist Hybrid Sanskrit,0
1180,954,chinese,Bunun,2
1181,954,chinese,Burmese,13
1182,954,chinese,Butuanon,2
1183,954,chinese,Cantonese,2
1184,954,chinese,Catalan,1
1185,954,chinese,Cebuano,4
1186,954,chinese,Central Sama,1
1187,954,chinese,Chagatai,2
1188,954,chinese,Classical Mongolian,4
1189,954,chinese,Classical Syriac,5
1190,954,chinese,Czech,4
1191,954,chinese,Danish,1
1192,954,chinese,Dutch,15
1193,954,chinese,Dzongkha,1
1194,954,chinese,English,1171
1195,954,chinese,Estonian,1
1196,954,chinese,Finnish,1
1197,954,chinese,French,85
1198,954,chinese,Gelao,1
1199,954,chinese,Georgian,2
1200,954,chinese,German,47
1201,954,chinese,Giangan,1
1202,954,chinese,Greek,2
1203,954,chinese,Hebrew,3
1204,954,chinese,Hiligaynon,2
1205,954,chinese,Hindi,5
1206,954,chinese,Hlai,2
1207,954,chinese,Hokkien,6
1208,954,chinese,Hungarian,4
1209,954,chinese,Ido,1
1210,954,chinese,IndoEuropean languages,3
1211,954,chinese,Indonesian,11
1212,954,chinese,Iranian languages,3
1213,954,chinese,Italian,34
1214,954,chinese,Japanese,1298
1215,954,chinese,Javanese,1
1216,954,chinese,Jurchen,4
1217,954,chinese,Kanakanabu,2
1218,954,chinese,Kavalan,2
1219,954,chinese,Kazakh,4
1220,954,chinese,Ketangalan,1
1221,954,chinese,Khitan,3
1222,954,chinese,Khmer,18
1223,954,chinese,Khotanese,1
1224,954,chinese,Korean,27
1225,954,chinese,KraDai languages,5
1226,954,chinese,Kyrgyz,2
1227,954,chinese,Lao,9
1228,954,chinese,Latin,20
1229,954,chinese,Latvian,1
1230,954,chinese,L,3
1231,954,chinese,Malay,75
1232,954,chinese,Manchu,111
1233,954,chinese,Middle Iranian,1
1234,954,chinese,Middle Korean,1
1235,954,chinese,Middle Mongolian,7
1236,954,chinese,Middle Persian,3
1237,954,chinese,Min Nan,7
1238,954,chinese,MonKhmer languages,1
1239,954,chinese,Mongolian,73
1240,954,chinese,Mongolic languages,1
1241,954,chinese,Nanai,2
1242,954,chinese,Naxi,2
1243,954,chinese,Nepali,1
1244,954,chinese,New Latin,36
1245,954,chinese,Northern Kurdish,1
1246,954,chinese,Northern Qiandong Miao,0
1247,954,chinese,Northern Tujia,1
1248,954,chinese,Obo Manobo,1
1249,954,chinese,Old Japanese,1
1250,954,chinese,Old Javanese,1
1251,954,chinese,Old Korean,1
1252,954,chinese,Old Persian,1
1253,954,chinese,Old Tagalog,1
1254,954,chinese,Old Turkic,2
1255,954,chinese,Old Uyghur,1
1256,954,chinese,Oroqen,3
1257,954,chinese,Paiwan,1
1258,954,chinese,Pali,9
1259,954,chinese,Papora,1
1260,954,chinese,Persian,30
1261,954,chinese,Polish,8
1262,954,chinese,Portuguese,9
1263,954,chinese,Prakrit languages,0
1264,954,chinese,ProtoHmongMien,3
1265,954,chinese,ProtoJaponic,2
1266,954,chinese,ProtoLoloish,1
1267,954,chinese,ProtoMonKhmer,5
1268,954,chinese,ProtoTibetoBurman,1
1269,954,chinese,ProtoTurkic,2
1270,954,chinese,ProtoVietic,1
1271,954,chinese,Puyuma,1
1272,954,chinese,Romanian,1
1273,954,chinese,Rukai,2
1274,954,chinese,Russian,90
1275,954,chinese,Saaroa,1
1276,954,chinese,Saisiyat,1
1277,954,chinese,Sakizaya,1
1278,954,chinese,Sanskrit,132
1279,954,chinese,Semitic languages,1
1280,954,chinese,SerboCroatian,2
1281,954,chinese,Shan,1
1282,954,chinese,Sinhalese,1
1283,954,chinese,Siraya,3
1284,954,chinese,Slavic languages,1
1285,954,chinese,Slovak,2
1286,954,chinese,Somali,1
1287,954,chinese,Spanish,33
1288,954,chinese,Swahili,1
1289,954,chinese,Swedish,4
1290,954,chinese,Tagabawa,1
1291,954,chinese,Tagalog,5
1292,954,chinese,Tai languages,3
1293,954,chinese,Tai Na,5
1294,954,chinese,Taivoan,1
1295,954,chinese,Taroko,2
1296,954,chinese,Teochew,1
1297,954,chinese,Thai,46
1298,954,chinese,Thao,1
1299,954,chinese,Tibetan,158
1300,954,chinese,Tocharian B,1
1301,954,chinese,Tocharian languages,1
1302,954,chinese,Toki Pona,0
1303,954,chinese,Tsou,3
1304,954,chinese,Turkic languages,5
1305,954,chinese,Turkish,3
1306,954,chinese,Tuvan,1
1307,954,chinese,Ukrainian,1
1308,954,chinese,Urdu,6
1309,954,chinese,Uyghur,197
1310,954,chinese,Vietnamese,12
1311,954,chinese,Written Oirat,3
1312,954,chinese,Xianbei,11
1313,954,chinese,Xiongnu,2
1314,954,chinese,Yami,2
1315,954,chinese,Yeniseian languages,2
1316,954,chinese,Yiddish,1
1317,954,chinese,Zaiwa,1
1318,954,chinese,Zhuang,4
1319,955,chinese pidgin english,Cantonese,7
1320,955,chinese pidgin english,Chinese,0
1321,955,chinese pidgin english,French,1
1322,955,chinese pidgin english,Macau Pidgin Portuguese,2
1323,955,chinese pidgin english,Wu,1
1324,958,chinook jargon,English,15
1325,958,chinook jargon,French,10
1326,958,chinook jargon,Michif,1
1327,960,chipewyan,Canadian French,1
1328,961,chiquihuitlán mazatec,Spanish,5
1329,974,choctaw,Biblical Hebrew,1
1330,974,choctaw,English,15
1331,974,choctaw,French,2
1332,974,choctaw,Spanish,4
1333,976,chol,Spanish,1
1334,978,chong,Thai,5
1335,984,chuanqiandian cluster miao,Chinese,2
1336,992,chut,Chamic languages,1
1337,993,chuukese,English,66
1338,993,chuukese,German,2
1339,993,chuukese,Japanese,27
1340,993,chuukese,Latin,1
1341,993,chuukese,Pohnpeian,2
1342,993,chuukese,Spanish,1
1343,995,chuvash,Eastern Mari,1
1344,995,chuvash,Kipchak languages,1
1345,995,chuvash,Russian,17
1346,995,chuvash,Tatar,2
1347,997,cia-cia,Dutch,3
1348,997,cia-cia,Indonesian,21
1349,1001,cimbrian,English,2
1350,1001,cimbrian,French,1
1351,1001,cimbrian,German,6
1352,1001,cimbrian,Italian,36
1353,1001,cimbrian,Latin,0
1354,1001,cimbrian,Venetian,107
1355,1007,classical mongolian,Literary Chinese,0
1356,1007,classical mongolian,Manchu,0
1357,1007,classical mongolian,Mandarin,1
1358,1008,classical nahuatl,Latin,1
1359,1008,classical nahuatl,Spanish,53
1360,1011,classical syriac,Akkadian,21
1361,1011,classical syriac,Ancient Greek,97
1362,1011,classical syriac,Arabic,25
1363,1011,classical syriac,Biblical Hebrew,5
1364,1011,classical syriac,Byzantine Greek,3
1365,1011,classical syriac,Classical Mandaic,2
1366,1011,classical syriac,Hebrew,14
1367,1011,classical syriac,Iranian languages,12
1368,1011,classical syriac,Koine Greek,3
1369,1011,classical syriac,Latin,2
1370,1011,classical syriac,Middle Iranian,11
1371,1011,classical syriac,Middle Persian,47
1372,1011,classical syriac,Old Armenian,1
1373,1011,classical syriac,Old Georgian,1
1374,1011,classical syriac,Old Iranian,2
1375,1011,classical syriac,Old Persian,5
1376,1011,classical syriac,Ottoman Turkish,1
1377,1011,classical syriac,Parthian,7
1378,1011,classical syriac,Persian,3
1379,1011,classical syriac,Phoenician,2
1380,1011,classical syriac,Turkic languages,2
1381,1019,coatlán mixe,Spanish,1
1382,1039,copainalá zoque,Nahuan languages,1
1383,1039,copainalá zoque,Spanish,3
1384,1040,copala triqui,Spanish,25
1385,1042,coptic,Ancient Greek,467
1386,1042,coptic,Arabic,13
1387,1042,coptic,Aramaic,5
1388,1042,coptic,Biblical Hebrew,2
1389,1042,coptic,Byzantine Greek,1
1390,1042,coptic,Classical Syriac,2
1391,1042,coptic,Egyptian,3
1392,1042,coptic,Hebrew,1
1393,1042,coptic,Koine Greek,33
1394,1042,coptic,Latin,33
1395,1042,coptic,Middle Persian,2
1396,1042,coptic,Persian,3
1397,1042,coptic,ProtoSemitic,2
1398,1042,coptic,Semitic languages,13
1399,1043,cora,Nahuan languages,3
1400,1043,cora,Spanish,11
1401,1044,cornish,Breton,1
1402,1044,cornish,Ecclesiastical Latin,3
1403,1044,cornish,English,14
1404,1044,cornish,Irish,1
1405,1044,cornish,Latin,21
1406,1044,cornish,Medieval Latin,1
1407,1044,cornish,Middle English,3
1408,1044,cornish,Old English,2
1409,1044,cornish,Vulgar Latin,14
1410,1044,cornish,Welsh,1
1411,1046,corsican,English,3
1412,1046,corsican,French,15
1413,1046,corsican,Italian,3
1414,1046,corsican,Latin,11
1415,1046,corsican,Medieval Latin,2
1416,1046,corsican,New Latin,1
1417,1046,corsican,Old French,2
1418,1046,corsican,Old Italian,2
1419,1046,corsican,Portuguese,2
1420,1046,corsican,Romance languages,2
1421,1046,corsican,Spanish,1
1422,1046,corsican,Tibetan,1
1423,1052,cree,English,1
1424,1054,crimean gothic,Iranian languages,1
1425,1054,crimean gothic,Turkic languages,1
1426,1055,crimean tatar,Arabic,14
1427,1055,crimean tatar,Armenian,1
1428,1055,crimean tatar,Dutch,2
1429,1055,crimean tatar,English,11
1430,1055,crimean tatar,French,47
1431,1055,crimean tatar,German,14
1432,1055,crimean tatar,Italian,4
1433,1055,crimean tatar,Late Latin,1
1434,1055,crimean tatar,Latin,12
1435,1055,crimean tatar,Ottoman Turkish,33
1436,1055,crimean tatar,Persian,9
1437,1055,crimean tatar,Russian,23
1438,1055,crimean tatar,Slavic languages,1
1439,1055,crimean tatar,Spanish,1
1440,1055,crimean tatar,Turkish,4
1441,1058,crow,English,1
1442,1075,cuyunon,Malay,1
1443,1075,cuyunon,Spanish,7
1444,1075,cuyunon,Tagalog,1
1445,1077,czech,Afrikaans,1
1446,1077,czech,Ancient Greek,28
1447,1077,czech,Arabic,8
1448,1077,czech,Aromanian,1
1449,1077,czech,Austrian German,2
1450,1077,czech,Bavarian,1
1451,1077,czech,Danish,1
1452,1077,czech,Dutch,7
1453,1077,czech,Ecclesiastical Latin,1
1454,1077,czech,English,140
1455,1077,czech,Finnish,2
1456,1077,czech,French,171
1457,1077,czech,German,377
1458,1077,czech,Greek,1
1459,1077,czech,Hebrew,3
1460,1077,czech,Hungarian,17
1461,1077,czech,Icelandic,2
1462,1077,czech,Italian,31
1463,1077,czech,Japanese,12
1464,1077,czech,Korean,1
1465,1077,czech,Late Latin,8
1466,1077,czech,Latin,141
