,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
96,96,96,96,114,114,জেঠ,শুখা,zɛtʰ,ʃukʰa,Jeth,Dry,0.8,0.5,0.354166666666667,0.385416666666667,3.15625,0.380208333333333,4,Bengali,Bengali,random,0,-12.781605,0.916579604148865,0.756078481674194,0.416606485843658,0.998915255069733,0.998037278652191,0.81946635,-0.03989327,0.99960095,0.998994,0.9169302,-0.041817393,0.9989216,0.99804455,0.9342013,0.8426725,0.999688,0.9992096,0.9974823,0.9940392,-0.03689741,0.9999556,0.9982762,0.9976169,-0.036481295,0.99993175,0.004099945
97,97,97,97,46,46,কাহ,বলা,kaɦ,bɔla,cough,To say,1,0.5,0.354166666666667,0.385416666666667,3.21875,0.380208333333333,3,Bengali,Bengali,synonym,0,-5.426285,0.814545094966888,0.609571397304535,0.471265643835068,0.99948239326477,0.998448848724365,0.63380754,-0.04997608,0.9995297,0.9987319,0.8147007,-0.050307374,0.9994838,0.9984498,0.8753747,0.7616258,0.9996197,0.9992006,0.997722,0.9964056,-0.03753974,0.9999505,0.9982014,0.9980035,-0.037513807,0.9998696,0.010146258
98,98,98,98,76,76,গেলা,কণ্ঠ,gɛla,kɔnʈʰɔ,Swallow,Voice,1,0.6,0.4375,0.475,3.85,0.475,4,Bengali,Bengali,synonym,0,-13.296359,0.817774295806885,0.698125183582306,0.374054223299026,0.995877146720886,0.998051762580872,0.7323033,-0.028722893,0.9963788,0.9982233,0.8182112,-0.028232986,0.99587196,0.99805856,0.88873625,0.76788723,0.99912035,0.9993366,0.9903597,0.9813903,-0.037237585,0.9996724,0.99814665,0.99797356,-0.037522495,0.9998638,0.070400305
100,100,100,100,42,42,একতা,ঐক্য,ɛkta,ojkd͡zɔ,Unity,Unity,0.857142857142857,0.4,0.254166666666667,0.275,2.2,0.275,3,Bengali,Bengali,synonym,0,-12.955137,0.933922290802002,0.576502919197083,0.431803852319717,0.999354243278503,0.999699771404266,0.7288877,-0.023029475,0.999373,0.99968433,0.9351601,-0.020522805,0.9993535,0.99970686,0.9425535,0.74700606,0.9997889,0.9997203,0.99814546,0.990232,-0.036749754,0.9999544,0.9989724,0.9985734,-0.037661776,0.99991804,0.04999052
105,105,105,105,220,220,বিষ,বিষ,bix,biʃ,Poison,Poison,0.333333333333333,0.333333333333333,0.048611111111111,0.055555555555556,0.541666666666667,0.048611111111111,0,Bengali,Bengali,loan,1,3.1963153,0.999999582767487,1,0.50042712688446,0.997883021831512,0.999947726726532,0.99861944,-0.03101496,0.9976729,0.99994195,0.9999968,-0.03115044,0.9978869,0.99994785,0.97195727,0.962676,0.99889916,0.9998919,0.99683887,0.99310184,-0.037607256,0.9999486,0.9989216,0.9985601,-0.03764557,0.99992126,0.1285099
106,106,106,106,156,156,ধন্যবাদ,ধন্যবাদ,dʰɔnzɔbad,d̪ʱɔn̪d͡zɔbad̪,Thanks,Thanks,0.428571428571429,0.125,0.03125,0.03125,0.3125,0.03125,0,Bengali,Bengali,loan,1,7.7511883,1,0.999999701976776,0.441268414258957,0.999865293502808,0.999947488307953,0.98525965,-0.022983946,0.99980366,0.99977916,0.9999904,-0.017909795,0.99986637,0.99994844,0.9904916,0.9441385,0.9998767,0.9998803,0.99896854,0.9979834,-0.03713291,0.9999604,0.9988729,0.99848425,-0.03750624,0.999924,0.0048766555
108,108,108,108,2,2,আঁহ,বাউল,ãɦɔ,baulɔ,Fiber,Bowl,0.8,0.6,0.395833333333333,0.441666666666667,3.325,0.4375,4,Bengali,Bengali,random,0,-6.3649635,0.892794847488403,0.787859976291657,0.430179864168167,0.99570232629776,0.998799681663513,0.8327913,-0.031077981,0.99804395,0.99915767,0.8931157,-0.031874254,0.9956902,0.99881613,0.9308728,0.8844966,0.99837536,0.99948597,0.9928288,0.98403454,-0.037234582,0.99979323,0.9982918,0.9981241,-0.0374522,0.99987686,0.052190695
109,109,109,109,6,6,অক্ষ,অক্ষাংশ,ɔkʰjɔ,okkʰaŋʃɔ,Axis,Latitude,0.625,0.571428571428571,0.416666666666667,0.458333333333333,3.625,0.458333333333333,3,Bengali,Bengali,synonym,0,-20.589796,0.79145485162735,0.877408981323242,0.498021274805069,0.998557448387146,0.999813437461853,0.86280656,-0.040288217,0.9990809,0.9997301,0.794585,-0.046232108,0.9985711,0.9998144,0.8636405,0.87742126,0.99929297,0.99975014,0.99711704,0.9956105,-0.03738051,0.99996096,0.9989634,0.99855304,-0.037767462,0.99992126,0.04239819
110,110,110,110,83,83,গোসাঁই,কলা,gʊxãi,kɔla,Gosain,Banana,1,0.5,0.244791666666667,0.28125,4.6875,0.244791666666667,5,Bengali,Bengali,random,0,-3.9089894,0.766782641410828,0.658430099487305,0.494426220655441,0.994890630245209,0.996523261070251,0.7526988,-0.04227703,0.99615353,0.99723786,0.76708233,-0.04356686,0.99488777,0.9965214,0.8215879,0.78681093,0.9974479,0.9977667,0.9951367,0.9837865,-0.036916908,0.9998284,0.9972763,0.99637675,-0.037304766,0.9998284,0.0812331
112,112,112,112,264,264,মিছা,অনর্থক,misa,on̪ɔrt̪ʰɔkɔ,lie,Useless,1,0.625,0.510416666666667,0.572916666666667,4.390625,0.5703125,6,Bengali,Bengali,synonym,0,-25.620537,0.811461210250855,0.636474847793579,0.318681985139847,0.997213363647461,0.996914565563202,0.69323635,-0.01787912,0.9970807,0.9991402,0.8125261,-0.010167937,0.9972639,0.9969604,0.8234036,0.7884085,0.9997195,0.999125,0.99537927,0.9856967,-0.036272954,0.99991095,0.99837047,0.99708396,-0.036744837,0.9999528,0.028175497
115,115,115,115,231,231,বেল,জামিন,bɛl,d͡ʑamin̪,Bell,Bail,1,0.8,0.429166666666667,0.466666666666667,4,0.466666666666667,5,Bengali,Bengali,synonym,0,-14.35097,0.904376447200775,0.688923716545105,0.496258109807968,0.999138474464416,0.999738574028015,0.7403908,-0.044836007,0.9995153,0.999725,0.9055605,-0.044947244,0.9991286,0.99974245,0.9498805,0.86526436,0.9997606,0.9998085,0.9982009,0.99401236,-0.03731176,0.99994564,0.9989214,0.9985386,-0.03766411,0.9999168,0.06474912
116,116,116,116,124,124,জল,পানি,zɔlɔ,pan̪i,Water,Water,1,0.5,0.171875,0.177083333333333,2.03125,0.171875,4,Bengali,Bengali,synonym,0,-13.343045,0.823220610618591,0.68538361787796,0.529069304466248,0.999318718910217,0.999707221984863,0.7657918,-0.041407783,0.99936306,0.9997634,0.8235584,-0.039257094,0.999321,0.999708,0.8616737,0.82550484,0.9993986,0.9997745,0.998362,0.99676776,-0.037780866,0.999964,0.9988138,0.9984256,-0.03745565,0.9999228,0.04725214
121,121,121,121,39,39,উত্তৰ,উদীচ্য,uttɔɹɔ,ud̪it͡ɕd͡zɔ,answer,Udichya,0.727272727272727,0.5,0.201388888888889,0.222222222222222,3.95833333333333,0.201388888888889,5,Bengali,Bengali,synonym,0,-17.369196,0.895269215106964,0.805481970310211,0.451562196016312,0.999693036079407,0.998275279998779,0.85834855,-0.015825782,0.9997105,0.99934155,0.8961835,-0.020230345,0.9997002,0.99831706,0.91785896,0.89012605,0.99974406,0.9990492,0.99834204,0.9947013,-0.03569727,0.9999295,0.99853706,0.9978552,-0.036704414,0.9999415,-0.003964328
124,124,124,124,109,109,ছাগলী,উট,sagɔli,uʈɔ,goat,The camel,0.833333333333333,0.6,0.4625,0.5,4.35,0.5,5,Bengali,Bengali,random,0,-20.270893,0.840814888477325,0.719887673854828,0.52544778585434,0.995879888534546,0.999747097492218,0.7719697,-0.048174046,0.9984238,0.99962866,0.8411354,-0.051876754,0.995934,0.99974644,0.88353634,0.8192495,0.9985523,0.9997474,0.9957216,0.98868185,-0.039965045,0.99986416,0.99889815,0.99849164,-0.03762466,0.99992216,0.07324947
126,126,126,126,103,103,চান্দ,মাহতাব,sandɔ,maɦt̪ab,Chand,Mahtab,0.857142857142857,0.5,0.267361111111111,0.291666666666667,2.83333333333333,0.284722222222222,5,Bengali,Bengali,synonym,0,-17.809767,0.87320214509964,0.644380986690521,0.495342195034027,0.999496817588806,0.997200608253479,0.6891193,-0.027236752,0.9996026,0.9980526,0.87333405,-0.027131777,0.9994981,0.9972069,0.9115409,0.7423802,0.99974453,0.9981799,0.9978633,0.99655557,-0.03665681,0.999938,0.99799675,0.9974901,-0.03658027,0.99992,0.08333175
129,129,129,129,363,363,হিয়া,হৃৎপিন্ড,ɦija,ɦɽit̪pin̪ɖɔ,Heart,The heart,0.818181818181818,0.666666666666667,0.525462962962963,0.587962962962963,4.48611111111111,0.583333333333334,6,Bengali,Bengali,synonym,0,-15.718044,0.907484650611877,0.713786125183106,0.485685050487518,0.999525845050812,0.996107816696167,0.81078994,-0.03309472,0.99927706,0.99826914,0.90769756,-0.032427013,0.9995272,0.9961459,0.92510784,0.8025582,0.9993544,0.9977905,0.99706924,0.9939501,-0.03586717,0.9999553,0.9981735,0.99744076,-0.036368094,0.99994147,0.017448014
130,130,130,130,219,219,বিলৈ,পাখি,bilɔɪ,pakʰi,to the b,Birds,1,0.4,0.291666666666667,0.316666666666667,2.975,0.308333333333333,4,Bengali,Bengali,random,0,-15.027932,0.680630803108215,0.683420419692993,0.373300611972809,0.998731076717377,0.998802363872528,0.7253382,-0.024538286,0.99892104,0.9989428,0.6817374,-0.023221014,0.9987406,0.99880207,0.74114865,0.86730486,0.99974906,0.99971306,0.9957947,0.99140334,-0.037332587,0.9998904,0.9982289,0.9978862,-0.03729445,0.99988496,0.048536427
131,131,131,131,218,218,বিলৈ,বিড়াল,bilɔɪ,biɽalɔ,to the b,Cats,0.5,0.166666666666667,0.229166666666667,0.256944444444444,2.08333333333333,0.243055555555555,4,Bengali,Bengali,synonym,0,-7.437598,0.939274549484253,0.817094981670379,0.420326858758926,0.999826967716217,0.998619914054871,0.8774065,-0.038898453,0.99958986,0.9994576,0.93928266,-0.041651715,0.9998283,0.99862623,0.9621404,0.87196696,0.99986553,0.9996782,0.9965812,0.99571043,-0.036145877,0.99994266,0.99815583,0.99782205,-0.03745478,0.99987596,0.05633975
133,133,133,133,72,72,খানা,ইতিহাস,kʰana,it̪iɦaʃ,Food,History,0.857142857142857,0.666666666666667,0.385416666666667,0.423611111111111,3.41666666666667,0.416666666666667,5,Bengali,Bengali,random,0,-17.930656,0.725475490093231,0.661220669746399,0.325996965169907,0.999820470809936,0.998866319656372,0.7198069,-0.01025836,0.9997197,0.9988343,0.72774583,-0.013689852,0.9998201,0.99887395,0.8354484,0.8401046,0.9995738,0.99946797,0.99899805,0.99791026,-0.037724733,0.9999622,0.998629,0.9979975,-0.03714358,0.9999444,0.05249419
139,139,139,139,165,165,নাও,নাও,naʊ,n̪ao,Take it,Take it,0.5,0,0.041666666666667,0.041666666666667,0.333333333333333,0.041666666666667,0,Bengali,Bengali,loan,1,-3.8128974,0.99999988079071,1,0.459221959114075,0.999621987342834,0.999876737594604,0.9781034,-0.043810293,0.9996233,0.99986553,0.9999966,-0.042374942,0.99962604,0.9998776,0.98238575,0.9505826,0.9993372,0.9998389,0.99876213,0.99713314,-0.03761449,0.99996144,0.9988402,0.99848115,-0.03756674,0.99992067,0.067630656
140,140,140,140,220,220,বিলৈ,মেকুর,bilɔɪ,mekur,to the b,Mekur,1,0.6,0.175,0.208333333333333,3.225,0.175,5,Bengali,Bengali,synonym,0,-9.4989605,0.89305716753006,0.762249410152435,0.433317005634308,0.998744904994965,0.99838125705719,0.8316405,-0.03921639,0.99922174,0.9992274,0.89372194,-0.03925,0.99875116,0.9983939,0.94196725,0.88017166,0.999721,0.99937445,0.9968791,0.99504375,-0.036938556,0.9999483,0.99829775,0.9978065,-0.036759675,0.9999231,0.050042268
143,143,143,143,232,232,বেল,লতা,bɛl,lɔt̪a,Bell,Creeper,1,0.75,0.354166666666667,0.385416666666667,4.21875,0.380208333333333,3,Bengali,Bengali,synonym,0,-9.837107,0.910010933876038,0.71513557434082,0.470186024904251,0.999316215515137,0.999755084514618,0.77014744,-0.036406197,0.9997014,0.9996088,0.9104864,-0.029713538,0.9993334,0.9997554,0.9496851,0.86835355,0.99977565,0.9996529,0.9976944,0.995369,-0.0380304,0.99994344,0.99893814,0.99849206,-0.03758257,0.9999246,0.06839478
144,144,144,144,29,29,উপন্যাস,পাতা,upniax,pat̪a,Novel,Leaves,0.833333333333333,0.666666666666667,0.409722222222222,0.465277777777778,5,0.444444444444444,5,Bengali,Bengali,random,0,-10.051586,0.595763206481934,0.555392742156982,0.368492484092712,0.998447299003601,0.999493956565857,0.64863276,-0.019806778,0.99881077,0.99944556,0.59615284,-0.018428858,0.99844825,0.99949455,0.7466699,0.7615644,0.99944013,0.99968153,0.99703574,0.99453086,-0.037032336,0.99995595,0.9987974,0.998354,-0.0372907,0.9999223,-0.030928718
145,145,145,145,188,188,পানী,নীর,pani,n̪ir,water,Blue,1,0.75,0.34375,0.395833333333333,3.65625,0.369791666666667,3,Bengali,Bengali,synonym,0,-9.86372,0.823568344116211,0.579748392105103,0.494473963975906,0.999692618846893,0.999065577983856,0.7579808,-0.042010773,0.99957836,0.9994926,0.82468927,-0.04127028,0.9996903,0.9990675,0.9121982,0.87183005,0.9995318,0.9996468,0.9985306,0.996866,-0.037417762,0.9999596,0.99867034,0.99809426,-0.037209287,0.99994224,0.11919293
147,147,147,147,197,197,বঙালী,বঙ্গ,bɔŋali,bɔŋɡɔ,Bengali,Bengal,0.5,0.333333333333333,0.229166666666667,0.25,2.4375,0.246527777777778,3,Bengali,Bengali,loan,1,1.9371375,0.808884739875793,0.803087294101715,0.410114020109177,0.999018847942352,0.999488234519958,0.8255489,-0.031137407,0.9990587,0.99946666,0.81029683,-0.03144473,0.9990144,0.9994867,0.89691514,0.87116176,0.9990886,0.9994275,0.9962635,0.99505836,-0.03626904,0.99992406,0.9987415,0.9983964,-0.037441764,0.9999081,0.027587954
150,150,150,150,4,4,অগ্নি,দুই,ɔgni,d̪ui,Fire,Two,0.75,0.666666666666667,0.263888888888889,0.305555555555556,5.25,0.263888888888889,5,Bengali,Bengali,random,0,-9.50937,0.774826586246491,0.532717347145081,0.4463911652565,0.999839127063751,0.999420583248138,0.56888956,-0.039007165,0.9998083,0.99937314,0.77548695,-0.03683951,0.99983954,0.99942034,0.8420572,0.6193092,0.99986124,0.99946505,0.99751616,0.996313,-0.03680692,0.9999593,0.9988338,0.99836,-0.037424088,0.99992627,0.01723429
151,151,151,151,54,54,কটা,কাটা,kɔta,kaʈa,Brown,Cut,0.5,0,0.052083333333333,0.052083333333333,0.5625,0.052083333333333,1,Bengali,Bengali,loan,1,3.2468917,0.889468371868133,0.794922471046448,0.412209510803223,0.999135851860046,0.999870181083679,0.86714494,-0.03886891,0.99932635,0.9998639,0.890152,-0.0382216,0.9991426,0.9998707,0.9846874,0.9609406,0.99969923,0.99989665,0.9983016,0.9922688,-0.036664013,0.9999602,0.99896026,0.9985195,-0.037681077,0.9999237,0.096817784
155,155,155,155,134,134,ডিমা,ডিম,dima,ɖim,Dima,Eggs,0.5,0.25,0.234375,0.260416666666667,1.9375,0.260416666666667,1,Bengali,Bengali,loan,1,3.4728456,0.941141128540039,0.723917365074158,0.541072487831116,0.999210834503174,0.999449849128723,0.79433376,-0.04199768,0.9993124,0.9995626,0.9412196,-0.042438265,0.9992119,0.9994497,0.9800271,0.934548,0.99966526,0.99976,0.99790585,0.9971014,-0.037414823,0.9999313,0.9988536,0.99852574,-0.037668437,0.9999153,0.068856426
156,156,156,156,105,105,চাঁদ,গোসল,sãdɔ,ɡoʃɔlɔ,The moon,Bath,0.833333333333333,0.666666666666667,0.368055555555556,0.402777777777778,3.5,0.402777777777778,4,Bengali,Bengali,synonym,0,-13.993708,0.507263720035553,0.673306822776794,0.44717201590538,0.999800205230713,0.999355614185333,0.8013736,-0.029794326,0.9997566,0.9996764,0.5079447,-0.0280413,0.9998015,0.9993567,0.6790303,0.80014026,0.9998025,0.99971527,0.9979818,0.99692875,-0.03610498,0.9999581,0.9987936,0.99833715,-0.037460003,0.99993086,0.1664953
157,157,157,157,295,295,শাওন,চান,xaʊn,t͡ɕan̪,Shawn,Want,0.833333333333333,0.25,0.28125,0.3125,2.53125,0.307291666666667,2,Bengali,Bengali,random,0,-5.0243015,0.83714884519577,0.630705535411835,0.491324216127396,0.996400594711304,0.999728560447693,0.7118621,-0.039461136,0.99742603,0.9997736,0.83730114,-0.037274346,0.9963964,0.9997289,0.8816142,0.80101943,0.99854827,0.99978966,0.99620825,0.9793973,-0.037104677,0.99989885,0.99887913,0.9984829,-0.037606746,0.99992603,-0.0014401032
158,158,158,158,181,181,পিন্ধ,লাজ,pindʰɔ,lad͡ʑ,Wear,Shame,0.833333333333333,0.8,0.475,0.516666666666667,4.475,0.5125,5,Bengali,Bengali,random,0,-7.171252,0.879192292690277,0.604559302330017,0.527312695980072,0.99836128950119,0.998528957366943,0.7351521,-0.04271643,0.99851835,0.99871844,0.8800391,-0.04459382,0.9983536,0.99853086,0.91621625,0.778952,0.9993255,0.99912083,0.99807006,0.99664664,-0.037592046,0.9999542,0.99826074,0.99797213,-0.037091926,0.9998987,0.017162438
159,159,159,159,357,357,হাত,দস্ত,ɦat,d̪ɔʃt̪ɔ,Hand,Diarrhea,0.857142857142857,0.6,0.441666666666667,0.483333333333333,4.125,0.479166666666667,3,Bengali,Bengali,synonym,0,-8.055028,0.912230670452118,0.626039981842041,0.507961273193359,0.997202575206757,0.997903406620025,0.7264496,-0.04030621,0.9983475,0.99937093,0.9139396,-0.0445863,0.99731755,0.99793744,0.94570076,0.7787285,0.9985887,0.9992807,0.9963397,0.9903823,-0.03895089,0.9999524,0.99859345,0.9977513,-0.03714137,0.9999488,0.03795754
160,160,160,160,149,149,দুখ,দুখ,dukʰ,d̪ukʰ,pain,pain,0.2,0,0.013888888888889,0.013888888888889,0.083333333333333,0.013888888888889,0,Bengali,Bengali,loan,1,2.8461041,0.99999988079071,1,0.423764795064926,0.9997518658638,0.999929010868072,0.97530365,-0.032590814,0.99978137,0.9998985,0.99998796,-0.031493172,0.9997546,0.99992836,0.9882144,0.9278809,0.99970365,0.99984056,0.9990428,0.99696946,-0.03758818,0.99996185,0.9989357,0.99852574,-0.037629753,0.99992424,0.0009957217
162,162,162,162,205,205,বলিয়া,বাউল,bɔlija,baulɔ,Saying,Bowl,0.833333333333333,0.166666666666667,0.267361111111111,0.284722222222222,2.72916666666667,0.28125,5,Bengali,Bengali,loan,1,5.0394816,0.912990093231201,0.66325843334198,0.430170774459839,0.99832159280777,0.99896913766861,0.7500128,-0.035852946,0.9993564,0.9993508,0.91319084,-0.036417395,0.9983271,0.9989851,0.9415676,0.7918602,0.99968785,0.99939346,0.9969204,0.9935958,-0.037203994,0.99996126,0.99839175,0.99818707,-0.037499048,0.99988294,0.03765164
163,163,163,163,11,11,অশোক,কাঠ,ɔxʊk,kaʈʰɔ,Ashoka,Wood,1,0.75,0.369791666666667,0.416666666666667,4.90625,0.369791666666667,4,Bengali,Bengali,random,0,-11.0111265,0.845944166183472,0.737731456756592,0.370424777269363,0.998815476894379,0.999746739864349,0.8155413,-0.03903413,0.99934113,0.9997694,0.8472922,-0.039116833,0.99881893,0.99974823,0.86945,0.8002278,0.99905366,0.9997083,0.9979486,0.9928446,-0.037505,0.999931,0.9989815,0.9985102,-0.037633907,0.999925,0.05647759
164,164,164,164,30,30,ঋতু,খাট,ɽitu,kʰaʈɔ,Season,Bed,1,0.25,0.140625,0.166666666666667,1.96875,0.140625,3,Bengali,Bengali,random,0,-2.8013978,0.7718346118927,0.696212768554688,0.512033939361572,0.998515248298645,0.998742938041687,0.776517,-0.040020376,0.998412,0.99926466,0.7723778,-0.04352716,0.9985012,0.9987507,0.8398423,0.8104331,0.99886054,0.99966896,0.99669087,0.9930125,-0.037626147,0.99992996,0.9987349,0.99799323,-0.037280243,0.99994206,0.018463181
166,166,166,166,8,8,অনুবাদ,অনুবাদ,ɔnubad,on̪ubad̪,Translation,Translation,0.375,0,0.020833333333333,0.020833333333333,0.125,0.020833333333333,0,Bengali,Bengali,loan,1,-11.690084,0.999999761581421,1,0.344968497753143,0.999833226203918,0.999942481517791,0.98527503,-0.028443953,0.9998802,0.9998919,0.99999464,-0.029113747,0.9998332,0.9999423,0.98776186,0.97188616,0.99984527,0.9998384,0.9980215,0.99599165,-0.036296558,0.99996233,0.9987941,0.99833906,-0.037269358,0.9999239,0.02724199
167,167,167,167,86,86,গাঁউ,গাঁ,gãu,ɡã,Village,Village,0.666666666666667,1,0.3125,0.333333333333333,6.1875,0.3125,1,Bengali,Bengali,synonym,0,-6.3558226,0.934107303619385,0.762612283229828,0.488193780183792,0.998901069164276,0.997483193874359,0.80420995,-0.030154545,0.9991045,0.9976682,0.9345937,-0.034913637,0.9989068,0.99748915,0.9450158,0.8738698,0.999284,0.9982627,0.99547267,0.9943793,-0.037701093,0.9998937,0.9977472,0.9969593,-0.036905084,0.99986476,0.05191968
168,168,168,168,186,186,পানী,বারি,pani,bari,water,Barry,0.5,0.25,0.052083333333333,0.072916666666667,0.6875,0.052083333333333,3,Bengali,Bengali,synonym,0,-7.94929,0.838111698627472,0.769971489906311,0.497748851776123,0.999593377113342,0.99914425611496,0.8259275,-0.046054386,0.9997173,0.99959743,0.8385173,-0.042283762,0.99959975,0.9991488,0.91269565,0.91041034,0.99985313,0.9997261,0.9980705,0.9966912,-0.037931073,0.9999583,0.9987298,0.9981273,-0.037292104,0.99993944,0.12047689
171,171,171,171,59,59,কিন্তু,শব্দ,kintu,ʃɔbd̪ɔ,But,Words,1,0.4,0.15,0.158333333333333,1.95,0.15,5,Bengali,Bengali,random,0,-1.8394328,0.361489415168762,0.79399961233139,0.335779041051865,0.999521732330322,0.999526619911194,0.7984843,-0.0138782775,0.99959326,0.9995448,0.364299,-0.014553687,0.9995192,0.9995295,0.5163921,0.86223423,0.9997579,0.999678,0.998535,0.997717,-0.037630107,0.9999596,0.9987008,0.9983655,-0.03727532,0.99991524,0.058099546
172,172,172,172,262,262,মিছা,ভুয়া,misa,bʱue̯a,lie,Fake,0.833333333333333,0.5,0.109375,0.125,2.3125,0.109375,4,Bengali,Bengali,synonym,0,-11.239771,0.885950207710266,0.607579708099365,0.489770233631134,0.996186554431915,0.99781596660614,0.6904826,-0.033015482,0.9975603,0.9992389,0.8893794,-0.03234463,0.9963119,0.99792874,0.912135,0.7947056,0.99963903,0.9996916,0.99373937,0.9865961,-0.037266128,0.9997807,0.99858564,0.99765986,-0.037182808,0.9999492,0.028398745
173,173,173,173,315,315,শ্রী,অশ্বত্থ,xɹi,oʃɔt̪t̪ʰɔ,Mr.,Ashwattha,1,0.833333333333333,0.538194444444444,0.597222222222222,4.77083333333333,0.583333333333333,5,Bengali,Bengali,synonym,0,-10.074976,0.871736466884613,0.804307043552399,0.469840675592423,0.999468028545379,0.995343863964081,0.8192868,-0.022106275,0.9995264,0.99814737,0.87322026,-0.018402204,0.9994615,0.9954367,0.8788836,0.8370341,0.99973816,0.99888015,0.9976397,0.9946277,-0.036298405,0.99994385,0.9982664,0.9973452,-0.036303684,0.99994904,0.06144537
