,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,DNN_logits,MBERT_cos_sim,XLM_cos_sim,label
763,All_languages,dig,diguer,diɡ,diɡʀ,dig,diguer,-1.7256011000000002,0.9185982346534728,0.6955605745315552,loan
764,All_languages,seroreacție,séro-réaction,seroreakt͡sie,seʀɔ-ʀeaksjɔ̃,seroreaction,sero-reaction,-0.97868145,0.9369019269943236,0.5920858979225159,loan
765,All_languages,handbal,handball,handbal,ɑ̃dbal,handball,handball,-5.937268700000001,0.7483144998550415,0.888968288898468,loan
766,All_languages,uretru,urètre,uretru,yʀə̀tʀ,urethra,urethra,-0.31984258,0.8691467046737671,0.7042517662048341,loan
767,All_languages,inactualitate,inactualité,inaktualitate,inaktɥalite,out of date,irrelevant,-1.278094,0.9360748529434204,0.8419392704963684,loan
768,All_languages,meningocel,méningocèle,meninɡot͡ʃel,menɛ̃ɡɔzə̀l,meningocele,meningocele,-2.2755287,0.8522757887840271,0.7924727201461792,loan
769,All_languages,sifilom,syphilôme,sifilom,sifilom,syphilome,syphiloma,-0.29935753,0.8757705092430115,0.7028794288635254,loan
770,All_languages,castă,caste,kastə,kast,caste,caste,-0.05890508,0.912084698677063,0.641478419303894,loan
771,All_languages,electroencefalogramă,électro-encéphalogramme,elektroent͡ʃefaloɡramə,elɛktʀɔ-ɑ̃sefalɔɡʀɑm,electroencephalogram,electroencephalogram,-29.093473,0.9100641012191772,0.7526100873947144,loan
772,All_languages,batistă,batiste,batistə,batist,handkerchief,batiste,-1.3488196000000001,0.9313018321990968,0.8453861474990845,loan
773,All_languages,fofila,faufiler,fofila,fofiləʀ,fofila,faufiler,-1.2484995,0.9056493639945984,0.7387573719024658,loan
774,All_languages,irecuzabil,irrécusable,irekuzabil,iʀʀekyzabl,irrecusable,irrefutable,-11.785316,0.8597154021263123,0.6887122392654419,loan
775,All_languages,translucid,translucide,translut͡ʃid,tʀɑ̃slyzid,translucent,translucent,-1.7183083,0.961751401424408,0.8819016814231873,loan
776,All_languages,araucan,araucan,araukan,aʀokɑ̃,araucan,araucan,-3.169778,1.0,1.0,loan
777,All_languages,eructație,éructation,eruktat͡sie,eʀyktasjɔ̃,unearthedie,éructation,-2.6154368,0.9075962901115416,0.5059343576431274,loan
778,All_languages,rechiziționa,réquisitionner,rekizit͡siona,ʀekizisjɔnəʀ,requisition,requisition,-1.4787506000000001,0.8728897571563721,0.5700226426124573,loan
779,All_languages,eustil,eustyle,eustil,œstil,eustil,eustyle,-2.915716,0.9427089691162108,0.6431616544723511,loan
780,All_languages,ajur,ajour,aʒur,aʒuʀ,destruction,up to date,-3.020453,0.8907618522644043,0.7488861083984375,loan
781,All_languages,antisclavagist,antiesclavagiste,antisklavad͡ʒist,ɑ̃sjɛsklavaʒist,antisclavagist,antiesclavagiste,-6.1815495,0.9290528297424316,0.8179042339324951,loan
782,All_languages,iacobin,jacobin,iakobin,ʒakɔbɛ̃,jacobin,jacobin,-4.366619999999999,0.9688211679458618,0.9026435613632202,loan
783,All_languages,ebraic,hébraïque,ebraik,ebʀaik,Hebrew,Hebrew,-2.4338702999999997,0.9310503005981444,0.722473680973053,loan
784,All_languages,aglutina,agglutiner,aɡlutina,aɡɡlytinəʀ,agglutinate,agglutiner,-9.669616,0.9053934812545776,0.7500680088996887,loan
785,All_languages,nitronatrit,nitronatrite,nitronatrit,nitʀɔnatʀit,nitronatrit,nitrons,-5.547932,0.9653723239898682,0.815316379070282,loan
786,All_languages,pahimeningită,pachyméningite,pahimenind͡ʒitə,paʃimenɛ̃ʒit,pachymenitis,pachymeningitis,-5.9621277,0.9419770240783693,0.7050978541374207,loan
787,All_languages,encefal,encéphale,ent͡ʃefal,ɑ̃sefal,encephalitis,brain,-1.6233739,0.9328204989433287,0.7880715727806091,loan
788,All_languages,paralelipipedic,parallélepipédique,paralelipipedik,paʀaleləpipedik,paralelipipedic,parallelepipedic,-9.505811,0.9628224968910216,0.7230741381645203,loan
789,All_languages,cardioscleroză,cardiosclérose,kardiosklerozə,kaʀdjɔskleʀɔz,cardiosclerosis,cardiosclérose,-2.4397485,0.8787593245506287,0.6812666654586792,loan
