word,ipas
लूक़ा,"['/luː.kɑː/', '[l̪uː.käː]', '/luː.qɑː/', '[l̪uː.qäː]']"
लोबिया,"['/loː.bɪ.jɑː/', '[l̪oː.bi.jäː]']"
व,"['/ʋə/', '/wə/', '/və/', '[ʋə]', '/ʋə/', '[wʌ]']"
वक़्फ़ा,"['/ʋək.pʰɑː/', '[ʋək.pʰäː]', '/ʋəq.fɑː/', '[ʋəq.fäː]']"
वकील,[]
वग़ैरह,"['/ʋə.ɡɛː.ɾəɦ/', '/ʋə.ɣɛː.ɾəɦ/']"
वज़ीर,"['/ʋə.d͡ʒiːɾ/', '/ʋə.ziːɾ/']"
वतन,"['/ʋə.t̪ən/', '[ʋə.t̪ə̃n̪]']"
वफ़ा,"['/ʋə.pʰɑː/', '[ʋə.pʰäː]', '/ʋə.fɑː/', '[ʋə.fäː]']"
वफ़ादार,"['/ʋə.pʰɑː.d̪ɑːɾ/', '[ʋə.pʰäː.d̪äːɾ]', '/ʋə.fɑː.d̪ɑːɾ/', '[ʋə.fäː.d̪äːɾ]']"
वरना,[]
वर्ज़िश,"['/ʋəɾ.d͡ʒɪʃ/', '/ʋəɾ.zɪʃ/']"
वली,"['/ʋə.liː/', '[ʋə.l̪iː]']"
वलीअहद,"['/ʋə.liː.ə.ɦəd̪/', '[ʋə.l̪iː.ɛ.ɦɛd̪]']"
वसीयत,"['/ʋə.siː.jət̪/', '[ʋə.s̪iː.jət̪]']"
वहशत,"['/ʋəɦ.ʃət̪/', '[ʋɛɦ.ʃət̪]']"
वहशी,"['/ʋəɦ.ʃiː/', '[ʋɛɦ.ʃiː]']"
वाक़ई,"['/ʋɑː.kə.iː/', '[ʋäː.kə.iː]', '/ʋɑː.qə.iː/', '[ʋäː.qə.iː]']"
वाक़िफ़,[]
वादा,"['/ʋɑː.d̪ɑː/', '[ʋäː.d̪äː]']"
वापस,"['/ʋɑː.pəs/', '[ʋäː.pəs̪]']"
वापसी,"['/ʋɑːp.siː/', '[ʋäːp.s̪iː]']"
वारिस,"['/ʋɑː.ɾɪs/', '[ʋäː.ɾɪs̪]']"
वालिद,[]
वाह,[]
विरासत,[]
विलायत,"['/ʋɪ.lɑː.jət̪/', '[ʋɪ.l̪äː.jət̪]', '/ʋi.la.jət̪/']"
वीरान,"['/ʋiː.ɾɑːn/', '[ʋiː.ɾä̃ːn̪]']"
शक,"['/ʃək/', '/ɕɐ.kɐ/', '/ˈɕɐ.kɐ/']"
शक्कर,[]
शख़्स,"['/ʃəkʰs/', '[ʃəkʰs̪]', '/ʃəxs/', '[ʃəxs̪]']"
शख़्सियत,"['/ʃəkʰ.sɪ.jət̪/', '[ʃəkʰ.s̪i.jət̪]', '/ʃəx.sɪ.jət̪/', '[ʃəx.s̪i.jət̪]']"
शतरंज,"['/ʃət̪.ɾənd͡ʒ/', '[ʃət̪.ɾə̃n̪d͡ʒ]']"
शब,['/ʃəb/']
शब बख़ैर,"['/ʃəb‿bə.kʰɛːɾ/', '/ʃəb‿bə.xɛːɾ/']"
शबनम,[]
शमशेर,"['/ʃəm.ʃeːɾ/', '[ʃə̃m.ʃeːɾ]']"
शमा,"['/ʃə.mɑː/', '[ʃə.mäː]']"
शरमिंदा,"['/ʃəɾ.mɪn.d̪ɑː/', '[ʃəɾ.mɪ̃n̪.d̪äː]']"
शराब,['[ʃəˈɾa(ː)b]']
शर्बत,['/ʃəɾ.bət̪/']
शर्म,"['/ʃəɾm/', '/ʃə.ɾəm/', '[ʃə.ɾə̃m]', '/ɕɐɾ.mɐ/', '/ˈɕɐɾ.mɐ/']"
शर्मनाक,"['/ʃəɾ.mnɑːk/', '[ʃəɾ.mn̪äːk]']"
शलगम,"['/ʃəl.ɡəm/', '[ʃəl̪.ɡə̃m]']"
शहज़ादा,"['/ʃəɦ.d͡ʒɑː.d̪ɑː/', '[ʃɛɦ.d͡ʒäː.d̪äː]', '/ʃəɦ.zɑː.d̪ɑː/', '[ʃɛɦ.zäː.d̪äː]']"
शहद,"['/ʃə.ɦəd̪/', '[ʃɛ.ɦɛd̪]']"
शहमात,"['/ʃəɦ.mɑːt̪/', '[ʃɛɦ.mäːt̪]']"
शहर,"['/ʃə.ɦəɾ/', '[ʃɛ.ɦɛɾ]', '/ɕə.ɦəɾ/', '[ɕəɾ]', '[sʌ̤ːr]']"
शहरी,"['/ʃəɦ.ɾiː/', '[ʃɛɦ.ɾiː]']"
शहीद,['/ʃə.ɦiːd̪/']
शाइस्ता,"['/ʃɑː.ɪs.t̪ɑː/', '[ʃäː.ɪs̪.t̪äː]']"
शागिर्द,"['/ʃɑː.ɡɪɾd̪/', '[ʃäː.ɡɪɾd̪]']"
शादी,"['/ʃɑː.d̪iː/', '[ʃäː.d̪iː]']"
शाबाश,"['/ʃɑː.bɑːʃ/', '[ʃäː.bäːʃ]']"
शाम,"['/ʃɑːm/', '[ʃä̃ːm]', '/ɕɑː.mɐ́/', '/ˈɕɑː.mɐ/']"
शामियाना,"['/ʃɑː.mɪ.jɑː.nɑː/', '[ʃäː.mi.jäː.n̪äː]']"
शामिल,"['/ʃɑː.mɪl/', '[ʃäː.mɪl̪]']"
शायद,[]
शाल,"['/ʃɑːl/', '[ʃäːl̪]', '/ɕal/', '/ɕɑː.lɐ́/', '/ˈɕɑː.l̪ɐ/']"
शाह,"['/ʃɑːɦ/', '[ʃäːɦ]', '[sä̤ː]', '[sä̆ɦä̤]']"
शाही,"['/ʃɑː.ɦiː/', '[ʃäː.ɦiː]']"
शाहीन,"['/ʃɑː.ɦiːn/', '[ʃäː.ɦĩːn̪]']"
शिकंजा,"['/ʃɪ.kən.d͡ʒɑː/', '[ʃɪ.kə̃n̪.d͡ʒäː]']"
शिकम,"['/ʃɪ.kəm/', '[ʃɪ.kə̃m]']"
शिकस्त,"['/ʃɪ.kəst̪/', '[ʃɪ.kəs̪t̪]']"
शिकायत,"['/ʃɪ.kɑː.jət̪/', '[ʃɪ.käː.jət̪]']"
शिकार,"['/ʃɪ.kɑːɾ/', '[ʃɪ.käːɾ]', '[sikär]']"
शिकारी,"['/ʃɪ.kɑː.ɾiː/', '[ʃɪ.käː.ɾiː]']"
शिद्दत,"['/ʃɪd̪.d̪ət̪/', '[ʃɪd̪̚.d̪ət̪]']"
शिनाख़्त,"['/ʃɪ.nɑːkʰt̪/', '[ʃɪ.n̪äːkʰt̪]', '/ʃɪ.nɑːxt̪/', '[ʃɪ.n̪äːxt̪]']"
शीर,['/ʃiːɾ/']
शीरी,['/ʃiː.ɾiː/']
शीशा,"['/ʃiː.ʃɑː/', '[ʃiː.ʃäː]']"
शुक्रगुज़ार,"['/ʃʊk.ɾə.ɡʊ.d͡ʒɑːɾ/', '[ʃʊk.ɾə.ɡʊ.d͡ʒäːɾ]', '/ʃʊk.ɾə.ɡʊ.zɑːɾ/', '[ʃʊk.ɾə.ɡʊ.zäːɾ]']"
शुक्रिया,"['/ʃʊk.ɾɪ.jɑː/', '[ʃʊk.ɾi.jäː]']"
शुतुरमुर्ग़,"['/ʃʊ.t̪ʊɾ.mʊɾɡ/', '/ʃʊ.t̪ʊɾ.mʊɾɣ/']"
-शुदा,"['/ʃʊ.d̪ɑː/', '[ʃʊ.d̪äː]']"
शुबहा,[]
शुरू,['/ʃʊ.ɾuː/']
शेख़ी,"['/ʃeː.kʰiː/', '/ʃeː.xiː/']"
शेर,['/ʃeːɾ/']
शेरनी,"['/ʃeːɾ.niː/', '[ʃeːɾ.n̪iː]']"
शैतानी,"['/ʃɛː.t̪ɑː.niː/', '[ʃɛː.t̪äː.n̪iː]']"
शोला,"['/ʃoː.lɑː/', '[ʃoː.l̪äː]']"
शोहरत,['/ʃoːɦ.ɾət̪/']
शौक़,[]
शौहर,['/ʃɔː.ɦəɾ/']
संग,"['/səŋɡ/', '[s̪ə̃ŋɡ]', '[sʌŋɡʌ]']"
संगतराश,[]
संगमरमर,"['/səŋ.ɡməɾ.məɾ/', '[s̪ə̃ŋ.ɡməɾ.məɾ]']"
संदल,"['/sən.d̪əl/', '[s̪ə̃n̪.d̪əl̪]']"
संदूक़,"['/sən.d̪uːk/', '[s̪ə̃n̪.d̪uːk]', '/sən.d̪uːq/', '[s̪ə̃n̪.d̪uːq]']"
संदूक़चा,"['/sən.d̪uːk.t͡ʃɑː/', '[s̪ə̃n̪.d̪uːk.t͡ʃäː]', '/sən.d̪uːq.t͡ʃɑː/', '[s̪ə̃n̪.d̪uːq.t͡ʃäː]']"
सकता,"['/sək.t̪ɑː/', '[s̪ək.t̪äː]']"
सख़्त,[]
सज़ा,"['/sə.d͡ʒɑː/', '[s̪ə.d͡ʒäː]', '/sə.zɑː/', '[s̪ə.zäː]']"
सज़ा-ए-मौत,"['/sə.d͡ʒɑː.eː.mɔːt̪/', '[s̪ə.d͡ʒäː.eː.mɔːt̪]', '/sə.zɑː.eː.mɔːt̪/', '[s̪ə.zäː.eː.mɔːt̪]']"
सतह,"['/sə.t̪əɦ/', '[s̪ə.t̪əɦ]']"
सदरी,"['/səd̪.ɾiː/', '[s̪əd̪.ɾiː]']"
सदी,[]
सनम,[]
सनसनीख़ेज़,"['/sən.sə.niː.kʰeːd͡ʒ/', '[s̪ə̃n̪.s̪ə.n̪iː.kʰeːd͡ʒ]', '/sən.sə.niː.xeːz/', '[s̪ə̃n̪.s̪ə.n̪iː.xeːz]']"
सफ़र,"['/sə.pʰəɾ/', '[s̪ə.pʰəɾ]', '/sə.fəɾ/', '[s̪ə.fəɾ]']"
सफ़ेद,"['/sə.pʰeːd̪/', '[s̪ə.pʰeːd̪]', '/sə.feːd̪/', '[s̪ə.feːd̪]']"
सबब,"['/sə.bəb/', '[s̪ə.bəb]']"
सबूत,"['/sə.buːt̪/', '[s̪ə.buːt̪]']"
सब्ज़,[]
सब्ज़ी,"['/səb.d͡ʒiː/', '[s̪əb.d͡ʒiː]', '/səb.ziː/', '[s̪əb.ziː]']"
समोसा,"['/sə.moː.sɑː/', '[s̪ə.moː.s̪äː]']"
सय्याद,"['/səj.jɑːd̪/', '[s̪əj.jäːd̪]']"
सर,"['/səɾ/', '[s̪əɾ]']"
सरंजाम,"['/sə.ɾən.d͡ʒɑːm/', '[s̪ə.ɾə̃n̪.d͡ʒä̃ːm]']"
सरकार,"['/səɾ.kɑːɾ/', '[s̪əɾ.käːɾ]', '/səɾ.kaɾ/', '[sʌrkär]']"
सरदार,"['/səɾ.d̪ɑːɾ/', '[s̪əɾ.d̪äːɾ]']"
सरहद,"['/səɾ.ɦəd̪/', '[s̪əɾ.ɦəd̪]']"
सराय,"['/sə.ɾɑːj/', '[s̪ə.ɾäːj]']"
सर्द,"['/səɾd̪/', '[s̪əɾd̪]']"
सर्दी,"['/səɾ.d̪iː/', '[s̪əɾ.d̪iː]']"
सलवार,"['/səl.ʋɑːɾ/', '[s̪əl̪.ʋäːɾ]']"
सलाम,"['/sə.lɑːm/', '[s̪ə.l̪ä̃ːm]', '/sə.lam/']"
सलामी,"['/sə.lɑː.miː/', '[s̪ə.l̪äː.miː]']"
सलाहकार,"['/sə.lɑːɦ.kɑːɾ/', '[s̪ə.l̪äːɦ.käːɾ]']"
सलीक़ा,"['/sə.liː.kɑː/', '[s̪ə.l̪iː.käː]', '/sə.liː.qɑː/', '[s̪ə.l̪iː.qäː]']"
सलीब,"['/sə.liːb/', '[s̪ə.l̪iːb]']"
सवार,"['/sə.ʋɑːɾ/', '[s̪ə.ʋäːɾ]']"
सवाल,"['/sə.ʋɑːl/', '[s̪ə.ʋäːl̪]']"
सस्ता,"['/səs.t̪ɑː/', '[s̪əs̪.t̪äː]']"
सहम,[]
सहमनाक,[]
सहरा,"['/səɦ.ɾɑː/', '[s̪ɛɦ.ɾäː]']"
सहल,[]
सही,"['/sə.ɦiː/', '[s̪ə.ɦiː]']"
साज़,"['/sɑːd͡ʒ/', '[s̪äːd͡ʒ]', '/sɑːz/', '[s̪äːz]']"
साज़िश,"['/sɑː.d͡ʒɪʃ/', '[s̪äː.d͡ʒɪʃ]', '/sɑː.zɪʃ/', '[s̪äː.zɪʃ]']"
सादगी,"['/sɑː.d̪ə.ɡiː/', '[s̪äː.d̪ə.ɡiː]']"
सादा,"['/sɑː.d̪ɑː/', '[s̪äː.d̪äː]']"
साफ़,"['/sɑːpʰ/', '[s̪äːpʰ]', '/sɑːf/', '[s̪äːf]']"
साबिक़,"['/sɑː.bɪk/', '[s̪äː.bɪk]', '/sɑː.bɪq/', '[s̪äː.bɪq]']"
साबित,"['/sɑː.bɪt̪/', '[s̪äː.bɪt̪]']"
सामान,"['/sɑː.mɑːn/', '[s̪äː.mä̃ːn̪]', '/sa.man/']"
सायबान,"['/sɑːj.bɑːn/', '[s̪äːj.bä̃ːn̪]']"
साया,"['/sɑː.jɑː/', '[s̪äː.jäː]']"
साल,"['/sɑːl/', '[s̪äːl̪]']"
सालाना,"['/sɑː.lɑː.nɑː/', '[s̪äː.l̪äː.n̪äː]']"
साहिब,"['/sɑː.ɦɪb/', '[s̪äː.ɦɪb]', '/sɑː.ɦəb/', '[s̪äː.ɦəb]', '/sɑːɦb/', '[s̪äːɦb]', '/sɑːb/', '[s̪äːb]']"
साहिल,"['/sɑː.ɦɪl/', '[s̪äː.ɦɪl̪]']"
सिकंदर,"['/sɪ.kən.d̪əɾ/', '[s̪ɪ.kə̃n̪.d̪əɾ]']"
सितम,"['/sɪ.t̪əm/', '[s̪ɪ.t̪ə̃m]']"
सितार,[]
सितारा,"['/sɪ.t̪ɑː.ɾɑː/', '[s̪ɪ.t̪äː.ɾäː]']"
सिपास,[]
सिफ़त,"['/sɪ.pʰət̪/', '[s̪ɪ.pʰət̪]', '/sɪ.fət̪/', '[s̪ɪ.fət̪]']"
सिफ़र,"['/sɪ.pʰəɾ/', '[s̪ɪ.pʰəɾ]', '/sɪ.fəɾ/', '[s̪ɪ.fəɾ]']"
सिफ़ारतख़ाना,"['/sɪ.pʰɑː.ɾət̪.kʰɑː.nɑː/', '[s̪ɪ.pʰäː.ɾət̪.kʰäː.n̪äː]', '/sɪ.fɑː.ɾət̪.xɑː.nɑː/', '[s̪ɪ.fäː.ɾət̪.xäː.n̪äː]']"
सिफ़ारिश,"['/sɪ.pʰɑː.ɾɪʃ/', '[s̪ɪ.pʰäː.ɾɪʃ]', '/sɪ.fɑː.ɾɪʃ/', '[s̪ɪ.fäː.ɾɪʃ]']"
सियासत,[]
सिरका,"['/sɪɾ.kɑː/', '[s̪ɪɾ.käː]']"
सिर्फ़,[]
सिलसिला,"['/sɪl.sɪ.lɑː/', '[s̪ɪl̪.s̪ɪ.l̪äː]']"
सीना,"['/siː.nɑː/', '[s̪iː.n̪äː]']"
सीरत,"['/siː.ɾət̪/', '[s̪iː.ɾət̪]']"
सुक़रात,"['/sʊk.ɾɑːt̪/', '[s̪ʊk.ɾäːt̪]', '/sʊq.ɾɑːt̪/', '[s̪ʊq.ɾäːt̪]']"
सुन्नी,"['/sʊn.niː/', '[s̪ʊ̃n̪.n̪iː]']"
सुपुर्द,"['/sʊ.pʊɾd̪/', '[s̪ʊ.pʊɾd̪]']"
सुरमा,"['/sʊɾ.mɑː/', '[s̪ʊɾ.mäː]']"
सुराख़,"['/sʊ.ɾɑːkʰ/', '[s̪ʊ.ɾäːkʰ]', '/sʊ.ɾɑːx/', '[s̪ʊ.ɾäːx]']"
सुर्ख़,[]
सुर्ख़ाब,"['/sʊɾ.kʰɑːb/', '[s̪ʊɾ.kʰäːb]', '/sʊɾ.xɑːb/', '[s̪ʊɾ.xäːb]']"
सुर्ख़ी,"['/sʊɾ.kʰiː/', '[s̪ʊɾ.kʰiː]', '/sʊɾ.xiː/', '[s̪ʊɾ.xiː]']"
सुलह,"['/sʊ.ləɦ/', '[s̪ʊ.l̪əɦ]']"
सुल्तान,[]
सुल्ताना,"['/sʊl.t̪ɑː.nɑː/', '[s̪ʊl̪.t̪äː.n̪äː]']"
सुस्त,[]
सुस्ती,"['/sʊs.t̪iː/', '[s̪ʊs̪.t̪iː]', '/sus.t̪i/', '[sus.t̪iː]']"
सूद,"['/suːd̪/', '[s̪uːd̪]', '/súː.dɐ/', '/ˈs̪uː.d̪ɐ/']"
सूरत,[]
सूरिया,"['/suː.ɾɪ.jɑː/', '[s̪uː.ɾi.jäː]']"
सेहत,"['/seː.ɦət̪/', '[s̪eː.ɦət̪]']"
सैलाब,"['/sɛː.lɑːb/', '[s̪ɛː.l̪äːb]']"
सौगंद,"['/sɔː.ɡənd̪/', '[s̪ɔː.ɡə̃n̪d̪]']"
सौदा,"['/sɔː.d̪ɑː/', '[s̪ɔː.d̪äː]']"
सौदागर,"['/sɔː.d̪ɑː.ɡəɾ/', '[s̪ɔː.d̪äː.ɡəɾ]']"
स्याह,"['/sjɑːɦ/', '[s̪jäːɦ]']"
स्याही,"['/sjɑː.ɦiː/', '[s̪jäː.ɦiː]']"
हंगामा,"['/ɦəŋ.ɡɑː.mɑː/', '[ɦə̃ŋ.ɡäː.mäː]']"
हक़,[]
हकीम,"['/ɦə.kiːm/', '[ɦə.kĩːm]']"
हज़रत,[]
हज़ार,"['/ɦə.d͡ʒɑːɾ/', '[ɦə.d͡ʒäːɾ]', '/ɦə.zɑːɾ/', '[ɦə.zäːɾ]']"
हज़ारहा,"['/ɦə.d͡ʒɑːɾ.ɦɑː/', '[ɦə.d͡ʒäːɾ.ɦäː]', '/ɦə.zɑːɾ.ɦɑː/', '[ɦə.zäːɾ.ɦäː]']"
हज़्म,"['/ɦəd͡ʒm/', '/ɦəzm/', '/ɦə.d͡ʒəm/', '[ɦə.d͡ʒə̃m]', '/ɦə.zəm/', '[ɦə.zə̃m]']"
हद,[]
हदफ़,[]
हम,"['/ˈhəm/', '/ɦəm/', '[ɦə̃m]']"
हम-,"['/ɦəm/', '[ɦə̃m]']"
हमला,"['/ɦəm.lɑː/', '[ɦə̃m.l̪äː]']"
हमशक्ल,"['/ɦəm.ʃək.lᵊ/', '[ɦə̃m.ʃək.l̪ᵊ]']"
हमसफ़र,"['/ɦəm.sə.pʰəɾ/', '[ɦə̃m.s̪ə.pʰəɾ]', '/ɦəm.sə.fəɾ/', '[ɦə̃m.s̪ə.fəɾ]']"
हमसाया,"['/ɦəm.sɑː.jɑː/', '[ɦə̃m.s̪äː.jäː]']"
हमेशा,[]
हयात,"['/ɦə.jɑːt̪/', '[ɦə.jäːt̪]']"
हर,[]
हरकत,"['/ɦəɾ.kət̪/', '/ɦəɾ.kət̪/']"
हरगिज़,"['/ɦəɾ.ɡɪd͡ʒ/', '/ɦəɾ.ɡɪz/']"
हर्ज,['/ɦəɾd͡ʒ/']
हलक़ा,"['/ɦəl.kɑː/', '[ɦəl̪.käː]', '/ɦəl.qɑː/', '[ɦəl̪.qäː]']"
हलवा,"['/ɦəl.ʋɑː/', '[ɦəl̪.ʋäː]']"
हवलदार,"['/ɦə.ʋəl.d̪ɑːɾ/', '[ɦə.ʋəl̪.d̪äːɾ]']"
हवा,"['/ɦə.ʋɑː/', '[ɦə.ʋäː]']"
हस्ती,"['/ɦəs.t̪iː/', '[ɦəs̪.t̪iː]']"
हाज़िर,"['/ɦɑː.d͡ʒɪɾ/', '[ɦäː.d͡ʒɪɾ]', '/ɦɑː.zɪɾ/', '[ɦäː.zɪɾ]']"
हाजिरा,"['/ɦɑː.d͡ʒɪ.ɾɑː/', '[ɦäː.d͡ʒɪ.ɾäː]']"
हादसा,"['/ɦɑːd̪.sɑː/', '[ɦäːd̪.s̪äː]']"
हाफ़िज़,[]
हाफ़िज़ा,"['/ɦɑː.pʰɪ.d͡ʒɑː/', '[ɦäː.pʰɪ.d͡ʒäː]', '/ɦɑː.fɪ.zɑː/', '[ɦäː.fɪ.zäː]']"
हाल,"['/ɦɑːl/', '[ɦäːl̪]', '/ɦɑː.lɐ/', '/ˈɦɑː.l̪ɐ/']"
हालत,"['/ɦɑː.lət̪/', '[ɦäː.l̪ət̪]']"
हालाँकि,"['/ɦɑː.lɑ̃ː.kiː/', '[ɦäː.l̪ä̃ː.kiː]']"
हिंद,"['/ɦɪnd̪/', '[ɦɪ̃n̪d̪]']"
हिंदी,"['/ɦɪn.d̪iː/', '[ɦɪ̃n̪.d̪iː]']"
हिंदुस्तानी,"['/ɦɪn.d̪ʊs.t̪ɑː.niː/', '[ɦɪ̃n̪.d̪ʊs̪.t̪äː.n̪iː]']"
हिकमत,[]
हिजरत,['/ɦɪd͡ʒ.ɾət̪/']
हिज्जे,['[ɦi(d)zd͡ze]']
हिम्मत,[]
हिरासत,"['/ɦɪ.ɾɑː.sət̪/', '[ɦɪ.ɾäː.s̪ət̪]']"
हिलाल,"['/ɦɪ.lɑːl/', '[ɦɪ.l̪äːl̪]']"
हिसाब,"['/ɦɪ.sɑːb/', '[ɦɪ.s̪äːb]']"
हुकूमत,['/ɦʊ.kuː.mət̪/']
हुक्मरान,"['/ɦʊkm.ɾɑːn/', '[ɦʊkm.ɾä̃ːn̪]']"
हुज़ूर,"['/ɦʊ.d͡ʒuːɾ/', '/ɦʊ.zuːɾ/']"
हुनर,"['/ɦʊ.nəɾ/', '[ɦʊ.n̪əɾ]']"
हुस्न,"['/ɦʊsn/', '[ɦʊs̪n̪]']"
हैरत,['/ɦɛː.ɾət̪/']
हैरान,"['/ɦɛː.ɾɑːn/', '[ɦɛː.ɾä̃ːn̪]']"
हैवान,"['/ɦɛː.ʋɑːn/', '[ɦɛː.ʋä̃ːn̪]']"
हैवानियत,"['/ɦɛː.ʋɑː.nɪ.jət̪/', '[ɦɛː.ʋäː.n̪i.jət̪]']"
होशियार,"['/ɦoː.ʃɪ.jɑːɾ/', '[ɦoː.ʃi.jäːɾ]']"
हौसला,"['/ɦɔːs.lɑː/', '[ɦɔːs̪.l̪äː]']"
